ID,text,pos,neg,PRP$,VBG,VBD,``,VBN,",",'',VBP,WDT,JJ,WP,VBZ,DT,RP,$,NN,),(,FW,POS,.,TO,PRP,RB,:,NNS,NNP,VB,WRB,CC,PDT,RBR,CD,IN,MD,NNPS,JJS,JJR,UH,label,direction,tense,overall_polarity,event_polarity,action_polarity
200,Stars scuffle on 'Grey's Anatomy',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,disgust,other,na,neut,na,na
201,Probe under way in Yankee crash,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,sadness,other,na,negative,na,na
202,Amish schoolhouse torn down,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,na,neut,na,neut
203,Warner will not run in '08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,sadness,other,na,neut,na,neut
204,Reid land deal under scrutiny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,surprise,other,na,neut,na,na
205,"Flooding washes out road to Valdez, Alaska",0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,present,neut,neut,na
206,Briton admits U.S. bomb plot role,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,present,negative,negative,negative
207,Commentary: Minutemen have a right to be idiotic,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,0.111111111111,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.111111111111,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,other,present,positive,positive,positive
208,Madonna files adoption papers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,neut,neut,neut
209,Gunmen kill 9 at Iraqi TV station,0.0,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,0.0,fear,other,present,negative,neut,negative
210,Hastert sorry for scandal but not quitting,0.0,0.285714285714,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,sadness,other,na,negative,na,na
211,Ex-JonBenet suspect: Child porn case dropped ,0.0,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,other,na,negative,na,neut
212,"Waste plant fire forces 5,000 to evacuate ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571428571,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,na,neut,na,na
213,Toddler died from E. coli tainted spinach ,0.0,0.285714285714,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,sadness,other,na,negative,na,negative
214,Disturbing finds in child sex raids ,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,disgust,other,na,neut,na,neut
215,Magazine lists women who had abortions ,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,other,present,neut,neut,neut
216,"Pot smokers may avoid Alzheimer's, study says ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.222222222222,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,surprise,other,present,neut,neut,neut
217,Student starts white men's club on campus ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,sadness,other,present,neut,neut,neut
218,Kentucky wants to ban alcohol inhalers ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise,other,present,neut,neut,neut
219,Peter Pan flies into chapter two ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,surprise,other,na,neut,na,neut
220,Teen repellent inventor wins infamous prize ,0.333333333333,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.166666666667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,positive,positive,positive
221,"Cher's dress, car, bed have new owners",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,neut,neut,neut
222,"Dow hits new record, eyes 12,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,neut,na,na
223,Ex-Virginia gov not running for president ,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,surprise,other,na,neut,na,na
224,Yankee pitcher's pilot log found ,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise,other,na,neut,na,neut
225,Dem leader's $1 million land deal under scrutiny ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,anger,other,present,neut,neut,na
226,"Dad locked up son, watched on TV, police say ",0.0,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.181818181818,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,sadness,other,past,neut,neut,neut
227,Navarrette: Minutemen have a right to be idiotic ,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,0.111111111111,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.111111111111,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,present,positive,positive,positive
228,"Pit bulls jump miniature pony, leave her bloody ",0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,present,negative,neut,neut
229,Alaska town cut off from rest of state by flood ,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,fear,other,na,neut,na,neut
230,Trailblazing trio protects City by the Bay ,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,joy,other,present,neut,neut,positive
231,Madonna files adoption papers in Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,joy,other,present,neut,neut,neut
232,'Dr. McDreamy' choked in 'Grey's' scuffle ,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,sadness,other,na,negative,na,na
233,"$10,000 poetry prize awarded ",0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,positive,na,positive
234,Las Vegas honour for tiger pair ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,joy,other,na,neut,na,na
235,UK characters boosting box office ,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,positive,neut,positive
236,Cher items snapped up at auction ,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,joy,other,na,neut,na,neut
237,Griffiths scorns Withnail 'play' ,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust,other,na,negative,na,na
238,Lily Allen wins web music award ,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,positive,positive,positive
239,Costner appeals in casino wrangle,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,anger,other,na,positive,na,na
240,Beyonce copyright claim rejected ,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,other,na,negative,na,negative
241,Cohn gunman jailed for 36 years ,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,joy,other,na,neut,na,neut
242,Melua's deep sea gig sets record ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,neut,neut,neut
243,Sri Lanka clashes kill 129 troops ,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,present,negative,neut,negative
244,Gunmen kill 11 in Iraq TV raid ,0.0,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,0.0,sadness,other,present,negative,neut,negative
245,Italy drops Sicily bridge plans ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise,other,present,neut,neut,neut
246,Amish killings school demolished ,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,na,negative,na,na
247,Pamuk wins Nobel Literature prize,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,positive,na,na
248,Madonna adoption bid approved ,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,positive,na,positive
249,Man admits UK-US terror bomb plot,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,other,na,negative,na,neut
250,Who are you calling fat?,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust,other,present,negative,neut,negative
251,Test to predict breast cancer relapse is approved,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,negative,negative,na
252,"Two Hussein allies are hanged, Iraqi official says",0.0,0.111111111111,0.0,0.0,0.0,0.0,0.111111111111,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,past,negative,neut,na
253,Sights and sounds from CES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,joy,other,na,neut,na,na
254,Schuey sees Ferrari unveil new car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,neut,na,neut
255,Closings and cancellations top advice on flu outbreak,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,fear,other,na,positive,na,na
256,Trucks swallowed in subway collapse,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,sadness,other,na,negative,na,negative
257,Sarkozy letter surprises French cartoons hearing,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise,other,na,neut,na,na
258,"Building a memorial to a son, one child at a time",0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.0,0.0,0.0,sadness,other,present,neut,neut,na
259,Lawmaker seeks iPod ban in crosswalks in New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0,surprise,other,present,neut,neut,neut
260,Diabetic waits months for eyeglasses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,sadness,other,present,neut,neut,neut
261,Sudan tells United Nations envoy to leave in 72 hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,surprise,other,present,neut,neut,neut
262,5000 years on but couple still hugging,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,0.0,surprise,other,na,positive,na,na
263,Defense to challenge Russert's credibility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise,other,present,neut,neut,na
264,"Ozzy, a Hero for the hard-rocking masses",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,joy,other,na,neut,na,na
265,CIA leak trial summary,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise,other,present,negative,neut,negative
