ID,text,pos,neg,PRP$,VBG,VBD,``,VBN,POS,'',VBP,WDT,JJ,WP,VBZ,DT,#,RP,$,NN,),(,FW,",",.,TO,PRP,RB,:,NNS,NNP,VB,WRB,CC,PDT,RBS,RBR,CD,EX,IN,MD,NNPS,JJS,JJR,SYM,UH,label
246,"Sometimes I wonder how in the world I made it in, and every day I wonder how I'm going to make it through.",0.07692307692307693,0.0,0,0.038461538461538464,0.038461538461538464,0,0,0,0,0.11538461538461539,0,0,0,0,0.07692307692307693,0,0,0,0.07692307692307693,0,0,0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.23076923076923078,0.038461538461538464,0,0,0,0.038461538461538464,0.07692307692307693,0.038461538461538464,0,0,0,0,0,0.11538461538461539,0,0,0,0,0,0,surprise
247,I don't feel like I ever have that kind of privacy where I can talk to God and cry and figure things out.,0.04,0.04,0,0,0,0,0,0,0,0.08,0,0,0,0,0.04,0,0.04,0,0.16,0,0,0,0,0.04,0.04,0.12,0.08,0,0.04,0.04,0.08,0.04,0.08,0,0,0,0,0,0.08,0.04,0,0,0,0,0,sadness
248,"I always tear up in church too, for different reasons.",0.0,0.0,0,0,0,0,0,0,0,0.08333333333333333,0,0.08333333333333333,0,0,0,0,0.08333333333333333,0,0.08333333333333333,0,0,0,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,0.16666666666666666,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,sadness
249,I love the way God brings people together.,0.1111111111111111,0.0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0.1111111111111111,0.1111111111111111,0,0,0,0.1111111111111111,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
250,"Girls, I highly reccomend In Her Shoes, especially if you have a sister I'm enjoying it immensely and it has effectively distracted from my schoolwork almost all day.",0.0625,0.03125,0.03125,0.03125,0,0,0.03125,0,0,0.09375,0,0,0,0.03125,0.0625,0,0,0,0.09375,0,0,0,0.0625,0.03125,0,0.15625,0.15625,0,0,0.09375,0,0,0.03125,0,0,0,0,0,0.09375,0,0,0,0,0,0,joy
251,"These small indicators remind me that, in the Silvia Plath sense of the concept, I'm dying.",0.0,0.05,0,0.05,0,0,0,0,0,0.1,0,0.05,0,0,0.15,0,0,0,0.1,0,0,0,0.1,0.05,0,0.1,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,sadness
252,"Someday I will be no more than slime coating the expensive, cushiony, velvety inside of a coffin.",0.0,0.1,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0.1,0,0,0,0.3,0,0,0,0.1,0.05,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0.05,0,0,0.05,0,0,sadness
253,"The rickety deck I'm sitting on could fall, I could catch a stray bullet to the noggin on my way to my car in the parking lot, I could be nailed by a drunk, inattentive, careless, or simply unfortunate driver on the way home.",0.0,0.09803921568627451,0.0392156862745098,0.0196078431372549,0,0,0.0196078431372549,0,0,0.0196078431372549,0,0.0784313725490196,0,0,0.11764705882352941,0,0,0,0.23529411764705882,0,0,0,0.09803921568627451,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0196078431372549,0,0,0,0.058823529411764705,0,0.0196078431372549,0,0,0,0,0,0.09803921568627451,0.058823529411764705,0,0,0,0,0,fear
254,"or do I simply want to live an average American life and be remembered under a large stone in a well kept cemetery, forgotten after my immediate reletaves, children, and grand children.",0.05555555555555555,0.0,0.027777777777777776,0,0,0,0.027777777777777776,0,0,0.027777777777777776,0,0.1388888888888889,0,0,0.08333333333333333,0,0,0,0.1388888888888889,0,0,0,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0,0.08333333333333333,0,0.08333333333333333,0,0.08333333333333333,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,sadness
255,There would be a constant trepedation that there is no gold at the end of that rainbow.,0.05555555555555555,0.0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0.05555555555555555,0.2222222222222222,0,0,0,0.2222222222222222,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,0.1111111111111111,0.16666666666666666,0.05555555555555555,0,0,0,0,0,fear
256,No wonder past writers were able to produce their amazing feats of feeling and thought.,0.1875,0.0,0.0625,0,0.0625,0,0,0,0,0,0,0.125,0,0,0.0625,0,0,0,0.1875,0,0,0,0,0.0625,0.0625,0,0,0,0.125,0,0.0625,0,0.0625,0,0,0,0,0,0.125,0,0,0,0,0,0,surprise
257,"My thoughts at the moment are somewhat melancholy, but can be completely forgotten at the push of a button mounted to an  Xbox, Dvd player, or VCR.",0.0,0.03225806451612903,0.03225806451612903,0,0,0,0.06451612903225806,0,0,0.03225806451612903,0,0.03225806451612903,0,0,0.12903225806451613,0,0,0,0.16129032258064516,0,0,0,0.0967741935483871,0.03225806451612903,0.03225806451612903,0,0.06451612903225806,0,0.03225806451612903,0.06451612903225806,0.03225806451612903,0,0.06451612903225806,0,0,0,0,0,0.0967741935483871,0.03225806451612903,0,0,0,0,0,sadness
258,I am now the proud father of Daisy Alexandria Davolls.,0.09090909090909091,0.0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0.09090909090909091,0,0,0,0.18181818181818182,0,0,0,0,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0,0,0.2727272727272727,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,joy
259,"I now have a sweet little thing, that totally depends on her mum and me to do whats best.",0.09523809523809523,0.0,0.047619047619047616,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0,0.047619047619047616,0.047619047619047616,0,0,0,0.09523809523809523,0,0,0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.09523809523809523,0,0.047619047619047616,0,0.09523809523809523,0,0.047619047619047616,0,0,0,0,0,0.047619047619047616,0,0,0,0,0,0,joy
260,"I had a long hard look at my life over the last 14 days, and to be honest I wept.",0.045454545454545456,0.09090909090909091,0.045454545454545456,0,0.045454545454545456,0,0,0,0,0.045454545454545456,0,0.13636363636363635,0,0,0.09090909090909091,0,0,0,0.09090909090909091,0,0,0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.09090909090909091,0,0,0.045454545454545456,0,0.045454545454545456,0,0.045454545454545456,0,0,0,0.045454545454545456,0,0.09090909090909091,0,0,0.045454545454545456,0,0,0,sadness
261,I wept for all the mistakes I made where I put my feelings before the feelings of others.,0.0,0.10526315789473684,0.05263157894736842,0,0.10526315789473684,0,0,0,0,0.05263157894736842,0,0,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0.05263157894736842,0,0.15789473684210525,0,0,0.21052631578947367,0,0,0.05263157894736842,0,0.05263157894736842,0,0,0,0,0.15789473684210525,0,0,0,0,0,0,sadness
262,"I wept for all the times I said ""f*ck you"" instead of ""thank you"".",0.05263157894736842,0.05263157894736842,0,0,0.05263157894736842,0.10526315789473684,0,0,0.10526315789473684,0.05263157894736842,0,0,0,0,0.05263157894736842,0,0,0,0.10526315789473684,0,0,0,0,0.05263157894736842,0,0.21052631578947367,0.05263157894736842,0,0.05263157894736842,0,0,0,0,0.05263157894736842,0,0,0,0,0.10526315789473684,0,0,0,0,0,0,sadness
263,"I still have a couple of vices, strong coffee and noodles, but have quit smoking, havent drunk for a couple of weeks and am feeling better about life.",0.0625,0.0625,0,0.03125,0,0,0.03125,0,0,0.09375,0,0.0625,0,0,0.0625,0,0,0,0.21875,0,0,0,0.09375,0.03125,0,0.03125,0.03125,0,0.09375,0,0,0,0.09375,0,0,0,0,0,0.125,0,0,0,0,0,0,joy
264,"My job is going really well, and I am getting a kick out of both going to work and coming home.",0.08695652173913043,0.0,0.043478260869565216,0.17391304347826086,0,0,0,0,0,0.043478260869565216,0,0,0,0.043478260869565216,0.08695652173913043,0,0,0,0.13043478260869565,0,0,0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0,0,0,0.043478260869565216,0,0.08695652173913043,0,0,0,0,0,0.08695652173913043,0,0,0,0,0,0,joy
265,"The pessimist in me awaits the phone call from the police or hospital or nuclear plant etc telling me the worst, crushing my hopes of a better tomorrow.",0.03333333333333333,0.06666666666666667,0.03333333333333333,0.06666666666666667,0,0,0,0,0,0,0,0.03333333333333333,0,0.03333333333333333,0.16666666666666666,0,0,0,0.26666666666666666,0,0,0,0.03333333333333333,0.03333333333333333,0,0.06666666666666667,0,0,0.03333333333333333,0,0,0,0.06666666666666667,0,0,0,0,0,0.1,0,0,0.03333333333333333,0.03333333333333333,0,0,fear
266,The brain is an amazing tool and can be sculpted for any purpose.,0.07142857142857142,0.0,0,0,0,0,0.07142857142857142,0,0,0,0,0.07142857142857142,0,0.07142857142857142,0.21428571428571427,0,0,0,0.21428571428571427,0,0,0,0,0.07142857142857142,0,0,0,0,0,0,0.07142857142857142,0,0.07142857142857142,0,0,0,0,0,0.07142857142857142,0.07142857142857142,0,0,0,0,0,surprise
267,Do they know how lucky they are - to find contentment without looking.,0.14285714285714285,0.0,0,0.07142857142857142,0,0,0,0,0,0.14285714285714285,0,0.07142857142857142,0,0,0,0,0,0,0.07142857142857142,0,0,0,0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0,0.07142857142857142,0,0,0.14285714285714285,0.07142857142857142,0,0,0,0,0,0,0.07142857142857142,0,0,0,0,0,0,joy
268,more often you find things to bring you down or worry about.,0.0,0.07692307692307693,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0,0.07692307692307693,0,0.15384615384615385,0,0.07692307692307693,0,0,0.07692307692307693,0,0,0.07692307692307693,0,0,0,0,0,0,sadness
269,A single lightning bolt from the sky can make a lifetime of panic and worry all worthless.,0.0,0.16666666666666666,0,0,0,0,0,0,0,0.05555555555555555,0,0.05555555555555555,0,0,0.2222222222222222,0,0,0,0.3333333333333333,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,0.05555555555555555,0,0.05555555555555555,0,0,0,0,0,0.1111111111111111,0.05555555555555555,0,0,0,0,0,fear
270,I am not saying I am anything other then happy - but I strive for a balance.,0.05555555555555555,0.0,0,0.05555555555555555,0,0,0,0,0,0.16666666666666666,0,0.1111111111111111,0,0,0.05555555555555555,0,0,0,0.1111111111111111,0,0,0,0,0.05555555555555555,0,0.16666666666666666,0.1111111111111111,0.05555555555555555,0,0,0,0,0.05555555555555555,0,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,joy
271,Happiness comes from within - your brain is a self regulating chemical factory.,0.0,0.0,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0,0.07142857142857142,0,0.14285714285714285,0.07142857142857142,0,0,0,0.21428571428571427,0,0,0,0,0.07142857142857142,0,0,0,0.07142857142857142,0,0.07142857142857142,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,joy
272,"""Happiness lies within"" - the only way to be truly happy is to create it yourself and not rely on other people or things.",0.037037037037037035,0.037037037037037035,0,0,0,0.037037037037037035,0,0,0.037037037037037035,0,0,0.1111111111111111,0,0.07407407407407407,0.037037037037037035,0,0,0,0.07407407407407407,0,0,0,0,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.07407407407407407,0,0.07407407407407407,0,0.07407407407407407,0,0,0,0,0,0.07407407407407407,0,0,0,0,0,0,joy
273,the Happiness they bring is only temporary.,0.0,0.0,0,0,0,0,0,0,0,0.125,0,0.125,0,0.125,0.125,0,0,0,0,0,0,0,0,0.125,0,0.125,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
274,Yet often that temporary happiness is more intense then a balanced contentment.,0.23076923076923078,0.07692307692307693,0,0,0,0,0,0,0,0,0,0.23076923076923078,0,0.07692307692307693,0.07692307692307693,0,0,0,0.15384615384615385,0,0,0,0,0.07692307692307693,0,0,0.23076923076923078,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0.07692307692307693,0,0,0,0,0,0,joy
275,It is however usually accompanied by and equal sadness - it is life's way of balancing itself out in the endless pendulum swing of life.,0.0,0.037037037037037035,0,0.037037037037037035,0,0,0.037037037037037035,0.037037037037037035,0,0,0,0.037037037037037035,0,0.07407407407407407,0.037037037037037035,0,0.037037037037037035,0,0.25925925925925924,0,0,0,0,0.037037037037037035,0,0.1111111111111111,0.07407407407407407,0.037037037037037035,0,0,0,0,0.037037037037037035,0,0,0,0,0,0.14814814814814814,0,0,0,0,0,0,sadness
276,First she is all mad because I haven't called her back in a week.,0.0,0.0625,0,0,0,0,0.0625,0,0,0.0625,0,0.0625,0,0.0625,0.125,0,0,0,0.0625,0,0,0,0,0.0625,0,0.1875,0.125,0,0,0.0625,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,anger
277,Second of all she is laughing hysterically because she had to put her dog on doggie drugs because the dog learned how to open the window to get out and seems to be jewish because she likes the temple down the road.,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0,0,0,0,0,0,0.023255813953488372,0,0.06976744186046512,0.11627906976744186,0,0.023255813953488372,0,0.13953488372093023,0,0,0,0,0.023255813953488372,0.09302325581395349,0.06976744186046512,0.023255813953488372,0,0.023255813953488372,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.023255813953488372,0,0,0,0,0,0.13953488372093023,0,0,0,0,0,0,joy
278,She started questioning my credentials because she drives a school bus for a living and knows what a safe vehicle is. Bitch.,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0,0,0,0,0,0,0.041666666666666664,0.041666666666666664,0.125,0.125,0,0,0,0.16666666666666666,0,0,0,0,0.08333333333333333,0,0.08333333333333333,0,0,0.041666666666666664,0.041666666666666664,0,0,0.041666666666666664,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,anger
279,Bitch.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger
280,Bitch.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger
281,"As far as i can tell, it was a success.",0.08333333333333333,0.0,0,0,0.08333333333333333,0,0,0,0,0,0,0.08333333333333333,0,0,0.08333333333333333,0,0,0,0.08333333333333333,0,0,0,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,0.16666666666666666,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0.08333333333333333,0.08333333333333333,0,0,0,0,0,joy
282,They all complimented on it.,0.16666666666666666,0.0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,joy
283,"Killin me he is. He's a great guy and I want to marry him for his kitchen, he liked that one, hahaha.",0.07407407407407407,0.0,0.037037037037037035,0,0.037037037037037035,0,0,0,0,0.037037037037037035,0,0.037037037037037035,0,0.07407407407407407,0.037037037037037035,0,0,0,0.1111111111111111,0,0,0,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.2222222222222222,0,0,0,0.037037037037037035,0.037037037037037035,0,0.037037037037037035,0,0,0,0.037037037037037035,0,0.07407407407407407,0,0,0,0,0,0,joy
284,He's a great guy and I think the world of him.,0.07692307692307693,0.0,0,0,0,0,0,0,0,0.07692307692307693,0,0.07692307692307693,0,0.07692307692307693,0.15384615384615385,0,0,0,0.15384615384615385,0,0,0,0,0.07692307692307693,0,0.23076923076923078,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,joy
285,"For instance, if I feel sad because I have not seen my family in a long time my need for connection has not been met.",0.0,0.037037037037037035,0.07407407407407407,0,0,0,0.1111111111111111,0,0,0.07407407407407407,0,0.07407407407407407,0,0.037037037037037035,0.037037037037037035,0,0,0,0.18518518518518517,0,0,0,0.037037037037037035,0.037037037037037035,0,0.07407407407407407,0.07407407407407407,0,0,0,0,0,0,0,0,0,0,0,0.18518518518518517,0,0,0,0,0,0,sadness
286,"On the otherhand, if I feel happy because I have spent time with my family then my need for connection has been met.",0.04,0.0,0.08,0,0,0,0.12,0,0,0.08,0,0.04,0,0.04,0.04,0,0,0,0.2,0,0,0,0.04,0.04,0,0.08,0.04,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,joy
287,"How many times have we felt angry and as a result insulted, judged, criticized, blamed or physically hurt someone?",0.0,0.21739130434782608,0,0,0.08695652173913043,0,0.13043478260869565,0,0,0.043478260869565216,0,0.08695652173913043,0,0,0.043478260869565216,0,0,0,0.08695652173913043,0,0,0,0.13043478260869565,0.043478260869565216,0,0.043478260869565216,0.043478260869565216,0,0.043478260869565216,0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0,0,0,0,0,0.043478260869565216,0,0,0,0,0,0,anger
288,We live in a society that has encourages us to stuff our emotions and a society that is by the most part feelings illiterate.,0.04,0.04,0.04,0,0,0,0,0,0,0.04,0.08,0,0,0.12,0.12,0,0,0,0.16,0,0,0,0,0.04,0.04,0.08,0,0,0.08,0,0.04,0,0.04,0,0,0,0,0,0.08,0,0,0.04,0,0,0,sadness
289,By stating our feelings and needs to others we avoid blaming and criticizing them.,0.0,0.13333333333333333,0.06666666666666667,0.2,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0,0,0.2,0,0,0,0.13333333333333333,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,anger
290,When others are angry or upset with us we can also use this technique on them.,0.0,0.11764705882352941,0,0,0,0,0.058823529411764705,0,0,0.058823529411764705,0,0.058823529411764705,0,0,0.058823529411764705,0,0,0,0.058823529411764705,0,0,0,0,0.058823529411764705,0,0.17647058823529413,0.058823529411764705,0,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0.11764705882352941,0.058823529411764705,0,0,0,0,0,anger
291,"For instance, if we feel furious it may be better to take a one hour timeout and calm down.",0.09523809523809523,0.047619047619047616,0,0,0,0,0,0,0,0.047619047619047616,0,0.047619047619047616,0,0,0.047619047619047616,0,0.047619047619047616,0,0.14285714285714285,0,0,0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0,0,0,0,0.14285714285714285,0,0.047619047619047616,0,0,0,0.047619047619047616,0,0.09523809523809523,0.047619047619047616,0,0,0.047619047619047616,0,0,anger
292,Many times in the past we have reacted like a lion when we feel angry or frustrated with others or ourselves.,0.045454545454545456,0.09090909090909091,0,0,0,0,0.09090909090909091,0,0,0.09090909090909091,0,0.09090909090909091,0,0,0.09090909090909091,0,0,0,0.09090909090909091,0,0,0,0,0.045454545454545456,0,0.13636363636363635,0,0,0.09090909090909091,0,0,0.045454545454545456,0.09090909090909091,0,0,0,0,0,0.13636363636363635,0,0,0,0,0,0,anger
293,"- Had one hell of a good vanila milkshake at Hard Rock Cafe, lets just say it was a 'satisfying' moment.",0.041666666666666664,0.041666666666666664,0,0.041666666666666664,0.08333333333333333,0,0,0.041666666666666664,0,0,0,0.041666666666666664,0,0.041666666666666664,0.08333333333333333,0,0,0,0.16666666666666666,0,0,0,0.041666666666666664,0.041666666666666664,0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0,0.125,0.041666666666666664,0,0,0,0,0,0.041666666666666664,0,0.08333333333333333,0,0,0,0,0,0,joy
294,"- Rome was fun with my best friend hanz, we managed to run out of money by the end and had mcDs for dinner at Florence",0.07407407407407407,0.0,0.037037037037037035,0,0.1111111111111111,0,0.037037037037037035,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0.25925925925925924,0,0,0,0.037037037037037035,0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0,0.037037037037037035,0.037037037037037035,0,0.037037037037037035,0,0,0,0,0,0.18518518518518517,0,0,0.037037037037037035,0,0,0,joy
295,"- Yoga at Ibiza was AWESOME, didn't want to leave!",0.0,0.0,0,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0.07692307692307693,0.07692307692307693,0,0.15384615384615385,0.15384615384615385,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,joy
296,"It was sun, beach, tan, great veg.",0.09090909090909091,0.0,0,0,0.09090909090909091,0,0,0,0,0,0,0.18181818181818182,0,0,0,0,0,0,0.2727272727272727,0,0,0,0.2727272727272727,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
297,"meals, beautiful sunset, and I manage to pull off the yoga glow by the end of it.",0.1,0.0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0.1,0,0.05,0,0.2,0,0,0,0.1,0.05,0.05,0.1,0,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,joy
298,"- Felt sick eating crappy canteen food, but now back into the bad diet of coffee, shift work, and eating Shwaba on edgware rd.",0.03571428571428571,0.10714285714285714,0,0.03571428571428571,0.03571428571428571,0,0,0,0,0,0,0.10714285714285714,0,0,0.03571428571428571,0,0,0,0.32142857142857145,0,0,0,0.10714285714285714,0.03571428571428571,0,0,0.07142857142857142,0.03571428571428571,0,0.03571428571428571,0,0,0.07142857142857142,0,0,0,0,0,0.10714285714285714,0,0,0,0,0,0,disgust
299,"- Sis was coming for a visit in Nov, mom and dad decided to come along, so now abit stress booking hotels and restaurants, will be depressed when they all leave",0.0,0.058823529411764705,0,0.029411764705882353,0.058823529411764705,0,0.029411764705882353,0,0,0.029411764705882353,0,0.029411764705882353,0,0,0.058823529411764705,0,0,0,0.17647058823529413,0,0,0,0.08823529411764706,0,0.029411764705882353,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.058823529411764705,0,0,0,0,0,0.058823529411764705,0.029411764705882353,0,0,0,0,0,sadness
300,- going on training next week can't wait to get pissed with all the graduates,0.0,0.0,0,0.125,0,0,0.0625,0,0,0,0,0.0625,0,0,0.0625,0,0,0,0.0625,0,0,0,0,0,0.0625,0,0.0625,0.0625,0.0625,0,0.125,0,0,0.0625,0,0,0,0,0.125,0.0625,0,0,0,0,0,disgust
301,"Sorry for the rather crappy update, will try to do a proper one later.",0.0625,0.0625,0,0,0,0,0,0,0,0,0,0.125,0,0,0.125,0,0,0,0.125,0,0,0,0.0625,0.0625,0.0625,0,0.0625,0,0,0.0625,0.125,0,0,0,0,0,0.0625,0,0.0625,0.0625,0,0,0,0,0,disgust
302,YAY!!!,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
303,don't know what the point in that title is for but neh >> I've been sick today and on the verge of tears._.; I don't know why.,0.0,0.029411764705882353,0,0,0,0,0.029411764705882353,0,0,0.08823529411764706,0,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.08823529411764706,0,0,0,0.14705882352941177,0,0,0,0,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.029411764705882353,0,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.058823529411764705,0,0,0,0,0,0.11764705882352941,0,0,0,0,0,0,sadness
304,"I talked to Misha earlier on MSN for the first time since I added her and yeah, it was fun I guess.",0.041666666666666664,0.0,0,0,0.125,0,0,0,0,0.041666666666666664,0,0.041666666666666664,0,0,0.041666666666666664,0,0,0,0.08333333333333333,0,0,0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.20833333333333334,0.041666666666666664,0,0,0.08333333333333333,0,0,0.041666666666666664,0,0,0,0,0,0.125,0,0,0,0,0,0.041666666666666664,joy
305,"I don't know why, I'm just drained of energy and want to cry constantly and for somereason I don't know why.",0.0,0.07692307692307693,0,0,0,0,0.038461538461538464,0,0,0.15384615384615385,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.15384615384615385,0,0,0,0.11538461538461539,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,sadness
306,"I don't know what happened to my happiness, I woke up feeling down and miserable and infact it's worse.",0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.08695652173913043,0,0,0,0,0.043478260869565216,0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0,0,0.043478260869565216,0,0.043478260869565216,0,0,0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.08695652173913043,0,0,0,0.08695652173913043,0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0.043478260869565216,0,0,sadness
307,I'm losing enjoyment out of things I love to do and thats never a good sign.,0.16666666666666666,0.05555555555555555,0,0.05555555555555555,0,0,0,0,0,0.1111111111111111,0,0.05555555555555555,0,0,0.05555555555555555,0,0,0,0.1111111111111111,0,0,0,0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0,0.05555555555555555,0,0.1111111111111111,0,0.05555555555555555,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,sadness
308,"The conversation was funny, I mentioned that if the word got out about our plans we'd have to escape the earth to avoid the police, HOLY/HOLD, the military and etc and yeah XD J.C. suggested she could try and make a ship but then I suggested we could sneak into NASA and steal a rocket.",0.0,0.05,0.016666666666666666,0,0.08333333333333333,0,0,0,0,0,0,0.06666666666666667,0,0,0.11666666666666667,0,0.016666666666666666,0,0.1,0,0,0,0.05,0.016666666666666666,0.03333333333333333,0.08333333333333333,0.016666666666666666,0,0.016666666666666666,0.06666666666666667,0.11666666666666667,0,0.08333333333333333,0,0,0,0,0,0.06666666666666667,0.05,0,0,0,0,0,joy
309,it was hilarious.,0.25,0.0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
310,"I'm chatting with someone on Gaia, they seem to have a lot in common with me n.n it's fun.",0.043478260869565216,0.0,0,0.043478260869565216,0,0,0,0,0,0.13043478260869565,0,0.043478260869565216,0,0.043478260869565216,0.043478260869565216,0,0,0,0.13043478260869565,0,0,0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0,0,0,0.043478260869565216,0.043478260869565216,0,0,0,0,0,0,0,0.17391304347826086,0,0,0,0,0,0,joy
311,"I can live with that, I wish I had something to do though._.; I feel lonely.",0.0,0.05,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0.05,0.1,0.05,0.2,0.1,0.05,0,0,0.1,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,sadness
312,I dunno what else to say though except it's shocking that I'm updating early.,0.0,0.058823529411764705,0,0.11764705882352941,0,0,0,0,0,0.11764705882352941,0,0,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.11764705882352941,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0.17647058823529413,0,0,0,0,0,0,surprise
