ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
4661,Mom is dragging me out for black Friday shopping.,other,present,negative,neut,na,joy
4662,"@TheBodyShopUK My seven year old has an advent calendar with jokes behind each door, it brings me when he tells me the joke each day!",other,present,negative,negative,neut,joy
4663,"Really good time at the HWPA Awards today - home safe and sound, and not actually feeling too wrecked!!",other,present,positive,negative,neut,joy
4664,@hannerbananer7 HAPPY BIRTHDAY I LOVE YOU!!! @sarahrah28 @Joanna_LB,self,present,neut,neut,na,surprise
4665,Damn... just ran out of milk and still have one cup of coffee left in the maker...,other,past,neut,neut,neut,sadness
4666,I'm silently cutting tomatoes at work... WISH I HAD THE BALLS TO CUT MYSELF. ForeverAlone Applebees,self,present,positive,neut,positive,sadness
4667,wooWOOF Hear bells that R ringing Christmas time is so near Itz a wondrful time of th year Wishes for  &amp; good Cheer 2u&amp;urs,other,present,positive,neut,positive,joy
4668,Morehead is about to be overrun by filthy slutbags next year.,other,past,negative,neut,negative,joy
4669,Ohh my 2 hour night class,other,na,neut,na,na,joy
4670,"Good night, and Happy December!!   family giving happiness charliebrown thegrinch max",other,present,positive,neut,na,joy
4671,puts you in line IGNORANCE keeps you silent and MONEY is a serial killer,other,present,positive,neut,na,fear
4672,"“@BarackObama: Tonight, Senate Republicans voted to raise taxes on millions of working Americans&quot; speaking of ridiculous this is",other,present,positive,positive,neut,disgust
4673,In God's presence is fullness of life hope restoration peace ..,other,na,positive,na,na,joy
4674,Amazing how you can be sad and so happy about one thing simultaneously. godsgrace,other,na,positive,na,na,joy
4675,home now &amp; going to bed & a.m final then classes all day &xA;someone send me a goodnight texttt&lt;3,other,present,neut,neut,na,joy
4676,I cannot wait to buy presents for everyone!!!!!!,self,present,neut,neut,neut,joy
4677,"Caaauuute-ahh. I forgot I made my bed this morning. Aww, thanks, self",self,past,neut,neut,neut,surprise
4678,Duke improves to 5-0 on the season and  in the country coachk,other,present,positive,na,positive,surprise
4679,"God does not live to serve you, you live to serve Him.",other,present,neut,neut,neut,joy
4680,Perfect day to forget my umbrella,other,present,neut,neut,na,joy
4681,Excited to see how my hair turns out because I have no idea what Amy is doing to it. Lol.,self,present,neut,neut,neut,surprise
4682,I miss the old Cartoon Network and Nickelodeon........,self,present,negative,neut,na,sadness
4683,Those night when you have absolutely nothing to do or no one to hang out with,other,present,negative,na,na,sadness
4684,I really want to bake bread right now. But it takes the dough forever to rise.,self,present,positive,neut,neut,sadness
4685,when you come across some of your christmas presents on accident  I wanted it to be a,self,past,neut,neut,neut,surprise
4686,Feelin' good on 5 hours of sleep?,other,na,positive,na,na,surprise
4687,Just got a Christmas wreath delivered to the house! HappyHousewarming,other,past,neut,neut,neut,surprise
4688,@kc_concepcion I wanna try all the adventure experience in forever and a day movie..haha..mabuhay p kaya ako?haha of height,self,present,neut,neut,neut,fear
4689,"@LauraYeakley my parents said no to your balck dress so i bring it to you wednesday, otay?",self,present,neut,neut,neut,sadness
4690,"@MrChuckD a thin line, and sometimes, no damn line at all! gang initiation = hazing in the eyes of many!",other,na,negative,na,na,sadness
4691,"@Staff_9, U gotta get aggressive.  out of them lame as plays,  the offense and then go down the field. Put in them.",other,present,negative,neut,neut,fear
4692,I get to see my brother @BigWilly78 tommrrow he needs to cook or take me to grandma cause I know she is lol,self,present,neut,neut,neut,surprise
4693,"Music is part of my life , i grew listing to all kinds of music , it has this amazing sound that gives &amp; Love &amp; even Sex :$ its Bea",self,present,positive,neut,na,joy
4694,@chatty93 thinking a staying quiet! Run up to Christmas etc! But u never know! I'll like to get my mess out at some point! awnaw,self,present,positive,positive,neut,surprise
4695,For real!!! RT @QTONGUEHER: Factor tweetRT @BeautiiFades This looks disgusting but tastes delicious!!!,other,present,positive,negative,na,fear
4696,"Egg pie, yum.  gettingfat",other,na,neut,na,na,joy
4697,Tomorrow is monday..urgh..beep test tomorrow..,other,na,neut,na,na,joy
4698,ugh can't even listen to my fucking ipod!,other,present,negative,negative,neut,anger
4699,@Gazabell But I'll be off Christmas Day as its the only day of the year that the shop is closed :),other,past,neut,neut,na,joy
4700,so we bought for my mom ice-cream cake to her !! n our maid just went n asked my mom where she should put it ? =))),self,past,neut,neut,neut,surprise
4701,"For some reason while running on the treadmill I keep seeing @hwinkler4real's mortgage commercials, and I am refreshed. @CovinoandRich",self,present,positive,neut,neut,joy
4702,that relationship makes my lip curl !,other,present,neut,neut,na,disgust
4703,Gedicht is af. Toch nog 2 kantjes van weten te maken. Alleen gaat het grootste deel niet over de persoon die ik heb..,other,present,negative,negative,na,surprise
4704,"@JafAlex Ah non, je ne suis pas encore du coté dark ;)",other,na,negative,na,na,fear
4705,It honestly makes my day when callers tell me to have a blessed day.,self,present,positive,neut,neut,surprise
4706,these next two days of work is going to suck. Going in at 8 and then 645 in the morning,other,present,positive,neut,neut,joy
4707,Student being harassed because he argued with a teacher. He might have to go on his knees and beg for his admit card nw. heartless,other,present,negative,neut,neut,sadness
4708,Some people just don't understand the concept of &quot;biting&quot;,other,present,neut,neut,na,anger
4709,Muy buenos dias a tod@s! Hoy de paella en Catarroja y por la noche hasta dentro de un rato.,other,na,neut,na,na,joy
4710,"struggling to function right now... shower it is, I need to wake my self up! let's hope I don't fall. ohboy",self,present,negative,neut,positive,joy
4711,Football banquet tonight!,other,na,neut,na,na,joy
4712,Yuck! I just tried sea snails and they are huge! Looking at that shits me! Or maybe I'm just a tad bit bothered.,self,past,negative,neut,neut,disgust
4713,Goodbye sore throat but hello cold??,other,na,negative,na,na,joy
4714,Castle view school tommorow,other,present,neut,neut,na,joy
4715,@Gripton @danceonhuff @OhioStateSmitty Whatever. CFB acting as if Urban and our sweetness isn't on their minds.  urbanessment,other,present,positive,positive,na,fear
4716,Dropping an insanely drunk kid on a completely random porch at 5:30 in the morning to pass out &gt; problemsolved,other,present,negative,negative,neut,surprise
4717,"@laubsbgiirl10 the same here but dont worry, our time is coming",other,present,negative,na,neut,sadness
4718,i hate when im looking for my asians and i cant find them in all their usual spots mylifelackssashimi,self,present,negative,neut,neut,sadness
4719,Isabel told me what I'm getting for Christmas,self,past,neut,neut,neut,surprise
4720,There better be some of that beer left for Christmas morning. MyNameIsEarl,other,past,positive,na,neut,joy
4721,In bed feeling dizzy,other,na,negative,na,na,joy
4722,1.Employee Flash Mob in the Apple store today 2.@martinismyname prank called me from the store 3.Dad joined the iphone world 2day,self,past,neut,neut,na,surprise
4723,What makes you laugh with the deep belly laugh of a baby?  have you forgotten?      happiness,other,present,positive,neut,na,joy
4724,up till like 12 30 tryna revise for a test first period. Super tired=wake up late=no breakfast=late for colly=miss the test anyways.,other,present,positive,neut,neut,joy
4725,I have a feeling i will fail french fuckfrench,self,future,negative,neut,negative,joy
4726,"@Mr_TweetYaGirl yea, some of my friends said they haven't seen it, I just logged in and well, lol",self,past,positive,neut,positive,surprise
4727, God; the reality of your own soul which you have blinded yourself from.,other,past,negative,neut,na,fear
4728,Lazy sunday! Nu ff lesje geven en dan naar mijn lieve paardje toe.,other,na,neut,na,na,joy
4729, regimes shouldn't use old pretext of fearing God to impose thr own doctrines. Love God 2overcome them? @SultanAlQassemi,other,present,negative,neut,na,fear
4730,She lost her tvirginity in a bush :o wtf is dis world becoming to . of teen sex,other,past,negative,neut,negative,joy
4731,Back to the old slide phone.,other,na,neut,na,na,joy
4732,Oh wait now I have a four to six page term paper...,self,present,neut,neut,neut,joy
4733,At a Walmart FINALLY!!!!! o how I am so thankful for Walmart it make me happy!!!,other,present,positive,neut,na,joy
4734,today is the day i lug home all the pairs of shoes ive left to accumulate at work.,self,present,positive,neut,neut,joy
4735,"@Elisabeth_vdArk Ze blaft nooit!!! In ieder geval zelden,maar wel heel alert,ze is gelukkig nog niet doof.",other,na,neut,na,na,joy
4736,Oh my lanta. What a good start to break... lessons.adventures.smallgroupbabes.,other,present,positive,neut,na,joy
4737,@tomboucher22 That is where you and I differ my good sir. But I hate it because it took my truck from me,self,present,positive,neut,negative,anger
4738,Band Christmas concert tomorrow shouldbeinteresting,other,na,neut,na,na,joy
4739,the new cut must be cute! RT @LordBieber: Well @JazzyKBiebz decided she needed a haircut and took it upon her self ug,other,past,positive,neut,neut,joy
4740,Denk je dat je klaar bent ? Moet je nog een gedicht maken . -_-,other,na,negative,na,na,surprise
4741,...Do not stand in AWE of your MOUNTAIN (situation) but STAND in AWE of Jesus ..That is how you conquer! Jesustweeters,other,present,neut,na,neut,fear
4742,On the other side of that people should be watching  . . what a start!,other,present,neut,na,neut,surprise
4743,"Als een date te mooi lijkt om waar te zijn, dan is dat doorgaans ook de werkelijkheid.",other,na,neut,na,na,surprise
4744,The Lions-Saints game on December 4th has been flexed to the 8:30 time slot,other,past,neut,positive,na,joy
4745,Stop associating Emotional..with being &quot;weak&quot;. Some ppl emotion of choice is &amp; they will knock u tf out! lol,other,present,negative,neut,negative,anger
4746,"The biggest comes when you focus on the reality of your situation, but remember, God does not give us fear- so the enemy has to FLEE",self,present,negative,negative,neut,fear
4747,Une surprise promise par l'orga à 14h. Apparemment il y aura pour tout le monde et il faut pas se bousculer  iwantitnow,other,na,positive,na,na,surprise
4748,"@andywickspaints @AlanMagee Not true, that was who the conversation was with, he's being very cool... fire war pestilence",other,na,positive,na,na,fear
4749,"Eating alone, this is big step for me stillhiding",other,present,neut,neut,na,fear
4750,"@Siktouch hahahaha, much as I would LOVE to I have meetings pretty much all day.",self,present,positive,positive,neut,sadness
4751,My mom doesn't understand my bad mood is directly correlated to the fact I still haven't eaten.,self,past,negative,negative,neut,sadness
4752,fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear,other,na,negative,na,na,fear
4753,Don’t forget for the next 13 days tell us what brings you for a chance to win some The Body Shop products x,other,present,positive,neut,positive,joy
4754,Be truly glad. There is wonderful ahead! I Peter 1:6 turnbacktogod jesustweeters,other,na,positive,na,na,joy
4755,"Oh, it gets even sadder... Apparently he just started his own business and they're his first potential investors or something.....",other,past,negative,neut,neut,sadness
4756,Not getting married to @Danielle_Magoc because of  =   late night talks hahaha @ashmarie_a,other,present,neut,neut,neut,sadness
4757,keep praying ! LOLOOoo DONT STOP ! praying keeps you in Happy ! happy =   . dont let that ole devil drag u down  JOY.Y!,other,present,negative,neut,neut,joy
4758,@RachelBush12x yeah I'm the funny one eating the buiscuit haha looka us on tv,self,past,negative,neut,neut,surprise
4759,I love when I'm asleep and my roomate comes in and makes a lot of noise and turns on the sink like it's Niagara Falls. shutup NO,self,present,positive,neut,positive,anger
4760,"Ehh sick to my stomach..hope I can still fall asleep fast. 9 hrs of shopping down, nap, then 7 hrs of work.",other,present,positive,neut,negative,joy
4761,@JackieSirni absolutely. i wouldnt even be up right now if my sister wasnt so fucking loud.,self,present,negative,positive,negative,anger
4762,Let the baby sleep on your bed and what do you get? A wet bed. auntproblems,other,present,neut,neut,na,anger
4763,"As we will never forget all Veterans or 911, may we always remember the true meaning of  & is the reason 4all seasons.",self,future,neut,neut,neut,joy
4764,"drove to wal-mart to get princess bride on blu ray for 5 bucks, saw the parking lot, and drove back home.",other,past,neut,neut,neut,fear
4765,Watch this  press conference on  &amp; this guy squirmming when asked about the termslength of the  contract.,other,past,neut,neut,na,fear
4766,Apparently my mother didn't know I was coming home next week ruined lol she cursed me out and sure she did my bro and dad too!!,other,past,negative,neut,neut,surprise
4767,Once again I bow to the magnificence that is the box of Mr Kipling Mince Pies. Obesity can ( attempt) to kiss my arse,self,present,positive,neut,neut,joy
4768,@BrentOsburn  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &xA;&xA;Luke 9:3,self,present,negative,negative,na,fear
4769,"New job, Orientation Boring...Good changes are starting to happen and I'm proud of myself for making it through most of the tough times",self,present,positive,positive,na,joy
4770,Can't wait for a 12 hour shift tomorrow starting at 4am,other,present,neut,neut,neut,joy
4771,A woman that's worth some is definitely worth the effort,other,na,positive,na,na,anger
4772,My first day back from vacation and I'm stuck at an account till damn near midnight...,other,past,negative,neut,negative,joy
4773,Turns out @BrianPShea is the poor-man's Nathan Drake. But he cannot pull off the half-tuck.,other,present,neut,neut,na,sadness
4774,@CROTCHED_MTN What's wrong is there's no SNOW in the forecast!! Nooooooooo!!! My new skis will be ever so sad.,other,na,negative,na,na,sadness
4775,"Seven years ago tomorrow, I said to myself, &quot;I bet that whole 'gum stays in your stomach for 7 years' thing is bullshit.&quot; comeuppance",self,present,neut,neut,neut,fear
4776,"The feeling you get when you see that Back to the Future is on, only to realize that IT JUST ENDED!",other,present,neut,neut,neut,sadness
4777,Einstein bagels coffee and mini snickers makes the morning so much better. Not to mention my new sweet peppermint scented pen lol.,other,present,positive,neut,neut,joy
4778,IDK what I'd do if I ever got attacked by any type of wild animal...,self,past,negative,neut,neut,fear
4779,Some people on twitter actually believe all the things they say on twitter ~,other,present,neut,neut,neut,sadness
4780,I'm hoping to sleep in tomorrow. But that might not happen.,self,present,neut,neut,neut,sadness
4781,"Thankyou specialperson♥..made my day..wait, my week!☺",other,past,neut,neut,na,joy
4782,December 1st - Lets kick up Holiday Season,other,present,neut,neut,na,joy
4783, The moment you realize the books you were gonna sell back are rented and you don't own them,other,present,neut,neut,neut,sadness
4784,"Ure a Dummy! But u knw that.RT&quot;@XesivKuSH: Hahaha RT @HopeyPhly: We call it Rape...They call it suprise Sex,Really?!!! Ya neh 0_o&quot;",self,present,neut,neut,na,surprise
4785,Die bal zit al bijna vol,other,na,neut,na,na,surprise
4786,Been at school for 9 fucking hours. ,other,na,negative,na,na,disgust
4787,Paraît que si tu mets le hashtag  dans un tweet un agent de la CIA reçoit une notification par email,other,na,neut,na,na,fear
4788,Wishin I was goin duck huntin In the morning and not taking an algebra exam!,self,present,neut,neut,neut,sadness
4789,Ugh...I feel ugly. Wait! I am ugly = (,self,present,negative,negative,na,sadness
4790,another day... i have nothing interesting to tweet about,self,present,positive,positive,na,sadness
4791,Treatment all morning now food and school,other,na,neut,na,na,joy
4792,@heatherhodgen I would have hope the rankings had been accurate... Now its Drinking time. :-(,self,present,positive,positive,neut,sadness
4793,Can't stand whn I get off that's when I'm WIDE AWAKE {O_O} ..,self,present,neut,neut,neut,sadness
4794,"@joamkish :((( Miss kaka- announce lng po ni ms. Tzarina n wla n nga daw pong class.. Ble See you next,nxt week n lng po;)",other,present,neut,neut,na,sadness
4795,@TheBodyShopUK Buying gifts from The Body Shop &amp; knowing that my friends are going to love them. ff,other,present,positive,neut,positive,joy
4796,"At work, and every blonde girl that passes I think it's @ambscrowe94... I miss her!",self,present,positive,neut,na,sadness
4797,ya me imagino eso tan revolucionario RT @CarlosWazowski&xA;Por dios q musica tan tierrua la q ponen en ese concierto del CELAC!,other,na,neut,na,na,disgust
4798,Gorobag oom watiRT @zozemandolang: nampak ada yang baru warna item di garasi *tutup mata dulu*,other,na,neut,na,na,surprise
4799,Christmas just really makes me happy and gives me more of a reason to help other people out. : )  cheer,self,present,positive,neut,neut,joy
4800,there is a mob outside my door trying to catch the squirrel they let into the building,other,present,neut,neut,na,joy
4801,It sucks when you're enjoying a movie and you know it's a minute away from ending.,other,present,positive,neut,positive,sadness
4802,“@KickN_itWKam: rest in the bosom of a FOOL!”,other,na,neut,na,na,anger
4803,Thanks for all your lovely messages - we will announce today's winner tomorrow. Have a JOY- filled evening! x,self,past,positive,positive,positive,joy
4804,@loving_my_years @thebisson thank you for the RTs ladies a huge piece of for you both x,other,present,positive,neut,na,joy
4805,Had to get up early just to let the creepy window people in and to freeze my ass off,other,present,negative,negative,neut,joy
4806,People need to know and understand that there is a difference between and RESPECT.,other,present,neut,positive,positive,fear
4807,Sub-$3gal gas is a good trend.,other,na,positive,na,na,joy
4808,my new beast pc was almost up and running... then the amp fucked itself.,other,past,negative,neut,na,anger
4809,"The trouble today with women, the mouth don't stop",other,na,negative,na,na,fear
4810," RT @MyOriginality: We live in a generation of not being in love, and not being together.",self,present,positive,positive,na,sadness
4811,I have become quite a deal less exciting as I have entered high school.,self,past,positive,neut,na,joy
4812,Just found out I have to go to a meeting at cimarron with my mom on tuesday for all the times ive been absent,self,past,neut,neut,neut,joy
4813,ohmypotato. time for bed. Space Program tomorrow!,other,na,neut,na,na,sadness
4814,"Bartender: What can I get you? Tyaira: Uh. Can I get water on the rocks, with olives please (Bartender starts cracking UP)",self,present,negative,neut,neut,joy
4815,"Fear Factor:  can strip your prayers of any power, or even worse, cancel them out altogether.",other,present,negative,neut,neut,fear
4816,@hallestearns yes in 6 hours and 55 minutes that 1st period bell will be ringing in our ears.,other,future,neut,neut,neut,joy
4817,my head hurts. we have a choir concert tonight. therepointless,self,present,negative,neut,neut,joy
4818,"Bitches that don't floss resulting in that dental rot smell, also mouth breathers",other,present,negative,na,na,disgust
4819,@LUVBBW THANKS SO MUCH for the  Gift Set &amp; the personal note! YOU ROCK!! I LOVE Bath &amp; Body Works!!!,self,present,neut,neut,na,joy
4820,"One Day, completely sad endingg! I cried.",self,past,negative,na,negative,sadness
4821,@_ElectronOrbit  @My_NonExistence UM NO! 5. NO. and 6. Ikr :) Junior...BUDDY! shit all these rumors are irritating,other,present,negative,negative,na,joy
4822,"I think about you baby, and I dream about you all the time",self,present,neut,neut,neut,sadness
4823,The things I do for people haha hope they like it :),self,present,positive,neut,positive,surprise
4824,Guys who pick up grls at the mall are CREEPS esp. Fairlane. Ugh. Why am I here!,other,present,neut,neut,neut,disgust
4825,But this that I have.. The world didn't give it to me.. &amp;&amp; guess what?!? .. The world can't take it away!!,other,present,neut,neut,neut,joy
4826,"Is snotty, achey and has a cough like a dog and now am going to an ICT course lowexpectations",other,present,positive,positive,neut,joy
4827,Kpele!!!RT @EzNira: Can't sleep n I'm too tired to play dress up.....,self,present,neut,neut,neut,sadness
4828,I feel so good this morning :),self,present,positive,positive,na,joy
4829,Sometimes we just make it unnecessarily hard &amp; the maelstrom of living overcomes. Rest. Gratitude.,self,present,negative,neut,neut,joy
4830,Wake up in a good for 30 mins later someone to kill it. FFS,other,present,positive,neut,na,anger
4831,Coffee stop with babe then home to wrap presents xox,other,present,neut,neut,na,joy
4832,Have such a long day tomorrow and I am sick pleaseworkfastnyquil,other,na,negative,na,na,joy
4833,The oven just gave out. Guess we're having undercooked chicken.,other,past,neut,neut,neut,joy
4834,Thank God for DVR. I have to work and miss the Victoria's secret fashion show! ilovepink!,self,present,positive,neut,positive,sadness
4835,@TheBodyShopUK a weekend of christmas shopping and eating out with the boy- not seen him properly for 2 weeks!,other,past,positive,neut,positive,joy
4836,I LOVE reading about the @OWSLibrary ! It puts a humongous smile on my face.,self,present,positive,neut,na,joy
4837,"I'm feeling more blessed today than yesterday...anyone else there, too?  love",self,present,positive,neut,neut,joy
4838,"Sometimes your is the source of your smile, but sometimes your smile can be the source of your joy. teamfollowback",other,na,positive,na,na,joy
4839,Nothing lifts the soul like a school concert with some very special kids at a very special school. Well done all at Mater Dei.,other,past,positive,neut,positive,joy
4840,keeping myself distracted only helps for so long. stagesofloss,self,present,negative,neut,neut,anger
4841,Now I have to get used to the new set up on twitter for mobile,other,present,neut,neut,neut,joy
4842, RT @LollyDaskal ~ &quot;do not allow fear of what if to ruin the joy of what is&quot;  ~,other,present,negative,positive,neut,fear
4843,@PATR2012 it's such an anti-Washington climate right now that I'm curious to see what voter participation will be on election day,self,present,positive,neut,na,disgust
4844,The identities that can be taken are the ones we foolishly put our hope in. The ONLY one that can't is that we're children of God.,self,past,negative,neut,neut,joy
4845,This pen is not coming off my hands. Looks like I have cuts everywhere and I've an &quot;interview&quot; tomorrow,self,present,positive,neut,positive,joy
4846,follows a pure thought like a shadow that never leaves-Buddha morale  quote Motivation @SoulHeartPart,other,present,positive,neut,neut,joy
4847,@Begz_17 ah stop I'm heading with 4cousins I've VIP seats in old Trafford sorted they're all mad for the beer! and the shakes await,self,past,negative,negative,na,fear
4848,8 years later...? www.nextmovie.comblogthe-dark-knight-rises-8-year-delay its also officially the last one. excitement tights,other,na,positive,na,na,sadness
4849,"honestly, idgaf who you aree.. if you piss me off, I wanna meet &amp; fck you up.",self,present,neut,neut,na,anger
4850,@dillenforeverrr you guys made Terrie upset last night!!,other,past,negative,negative,neut,sadness
4851,Spending the rest of today with my mom and my niece. I'm going to miss them so much tomorrow.,self,present,negative,neut,negative,surprise
4852,Auditioning at the Coterie was oddly fun :),other,present,positive,na,neut,surprise
4853,@zackhuhn me miss the time we used to be franns and actually hang out :'(,self,present,negative,neut,negative,sadness
4854,"@MelBala I can't it's finally happened, aaah I'm so proud of her, I can't wait 2 c her",self,present,positive,neut,neut,joy
4855, when i won the principle award,self,past,positive,positive,na,surprise
4856,"Its sad to think that out of my close group of friends, none of us are looking at the same colleges for next year.",self,present,negative,neut,neut,sadness
4857,I have spent the afternoon at Santa's Grotto. It was an absolute joy to be a tiny part of making Christmas for wee ones. Their faces!,self,past,positive,neut,na,joy
4858,"home girl, sorry to bust that bubble of yours but , retweeting you don't ,mean I like you",other,present,negative,neut,negative,sadness
4859,"It took alot for me to say Hi &amp; wave with a smile on my face. But meh, I know now you don't care. Ended waving at a rail post... :(",self,present,positive,neut,negative,sadness
4860,@superfuzzbuzz ouiouiouioui :) dinner although I think that person who mustles in on EVERYTHING is coming too! :S :L:L:L:L:L,self,present,neut,neut,neut,joy
4861,Wasting another hour of my life looking for a parking space in the back bay. fb,other,present,neut,neut,na,joy
4862,You don't realise what you've had until its  the first week is full of and the weeks after is tough. breakups :-(,other,past,positive,neut,positive,anger
4863,MOTD fail to show our stonewall penalty,other,present,negative,neut,na,surprise
4864,So much change in this season of life.. Thankful that my Jesus is sovereign no matter what. :)  lovedregardless,other,na,neut,na,na,joy
4865,"@SPatateSautee @EliseFollet Rah, on peut rien de cacher ! Je pleurs toutes les larmes de mon corps",other,na,neut,na,na,sadness
4866,just wana be by myself and walk round my crib butt naked w|o being destrubed ( =,other,present,neut,neut,neut,joy
4867,Two fire alarms taking away your lounges and sleep.,other,present,negative,neut,na,sadness
4868,Lost my glasses  classes all day should be fun,other,past,positive,neut,neut,joy
4869,"Mum isn't home yet. It's like I'm waiting to be executed. I know it will happen, but not when.",self,present,positive,neut,neut,fear
4870,"Awful nights sleep, time to get ready for work!",other,present,positive,neut,negative,joy
4871,"I really don't want to go back to MD, the city is a million times better.",other,present,positive,neut,neut,sadness
4872,I guess that mean they come few and far between. Even though I'm living out what you would call the dream.,self,present,neut,neut,neut,fear
4873,@drinkdatNATTY @krothhh007 thats literally the definition of my life these days..,other,na,neut,na,na,sadness
4874,French exam tomorrow NAAT,other,na,neut,na,na,joy
4875,"Im very excited for christmas this year,finally get to spend it with my mom,its been 2 years now! I will be dressed as a raindeer!",other,present,positive,neut,neut,surprise
4876,"No more  tweets for a while, I promise. Need to focus on protein targeting and the secretory pathway.",self,present,positive,neut,na,joy
4877,I'm going to the gas station for some antidepressant.,other,present,neut,na,neut,joy
4878,MEHHH just had to break down and buy a new phone,other,present,negative,neut,negative,sadness
4879,@KatieAllen77 I mean I know it was. Btw. Being with Amberlyn and you for 2 days makes me feel so lonely now!,self,present,negative,neut,neut,sadness
4880,"wow, god has a sense of humor.",other,present,positive,positive,positive,surprise
4881,Have to watch 'Unforgiven' (one of my favourite films) as research for an essay about 'Preacher' (one of my favourite comic series).,other,present,neut,neut,neut,joy
4882,How sad am I that I'm sitting in the food court alone eating food from home.,other,present,negative,neut,na,sadness
4883,"im only scared of clowns, and exorcisms, or creepy little ghost girls. or spiders.",other,past,negative,neut,negative,fear
4884,"Wow, Rough Night... &amp; Vodka = More Pain... Argg",other,na,neut,na,na,sadness
4885,was going 2 drive to the docs 2day but i hate driving in the rain so my momma gotta take me.,self,present,negative,neut,na,fear
4886,"Just found out one of the kids I'm babysitting tonight is in a wheelchair, awe :(",other,past,positive,positive,neut,surprise
4887,"Don't come back to me w that shit ever again...nah no love from hippie  ...shame on me, to let u advance on my love",other,present,positive,neut,positive,disgust
4888,get to find out my anniversarychristmas surprise on thursday am I nervous lol,other,present,negative,neut,na,surprise
4889,@Mark_Gottfried  The emperor wears no clothes.   No evidence of leadership from bench two games in a row.  Throw Vandy game in to..,other,present,neut,neut,na,disgust
4890,"My cat is trying to kill me! She tried to claw my face, she lay on my chest then almost made herself comfortable on my face truestory",other,past,positive,neut,neut,fear
4891,I want to love you! Why won't you accept my love????,self,present,positive,positive,positive,sadness
4892,"If I'm making a mistake, well I hope I'm not. SecondThoughts",self,present,positive,neut,positive,fear
4893,I should never be allowed to pick out movies. Ever. Goodness!,self,past,neut,neut,neut,sadness
4894,Break! What have you seen that inspired awe? Remember the expansive feeling of wonder. LJB,other,past,positive,positive,positive,joy
4895,Haven't packed a thing for today's trip and I'm leaving at 11AM.,self,past,neut,neut,neut,joy
4896,Almost all girls do this.Hope it's not bad RT @LordBieber: Well @JazzyKBiebz decided she needed a haircut and took it upon her self ug,other,past,negative,neut,neut,joy
4897,@alexwyeth I think I just about pissed my pants oh middle school....:) mademynight,self,past,neut,neut,neut,joy
4898,in case u were wondering means Fuck-Everything-And-Run,other,na,positive,na,na,fear
4899,:) momm paid my car payment for me &amp; didnt tell me !! -merry earlllyyy christmassss to me,other,past,neut,neut,na,surprise
4900,@Trey_Wiggs sad I missed bowling I had a migraine,self,past,negative,neut,na,sadness
4901,@JustinTime_24 yea thats all I heard. i was excited and I know u guys were too haha,self,past,positive,neut,na,sadness
4902,@etupps yeah well now my sister is watching &quot;secretly pregnant&quot;,other,present,positive,neut,na,joy
4903,Don't bury your until you've killed it. When you bury &quot;living anger&quot; it functions as a seed &amp; grows into a Bitterness Tree.,other,present,negative,neut,negative,anger
4904,Just lost four fake followers over the weekend,other,past,negative,negative,negative,sadness
4905,Man I wish I was back in high school. But only because I miss basketball. pathetic,self,present,negative,neut,na,sadness
4906,I think if anyone does as mch as poking me ill heave over throw up then passout,self,present,neut,neut,neut,joy
4907,Basketball game today.,other,na,neut,na,na,joy
4908,i should treat my daddy to the game tomorrow ill do anything for my daddy he's mysoul,self,present,neut,neut,neut,surprise
4909,@CarynSpeaks o my hat you freaken kidding me.. Guess m not sleeping tonight..,other,present,neut,neut,neut,joy
4910,"Glass of wine, Placebo and Tumblr.",other,na,neut,na,na,joy
4911,"First day working at Aeropostale. Yeah, I know it's Black Friday. ImDeadMeat",self,present,positive,neut,positive,joy
4912,just took a test to see if i could move to canada   hashtags,other,present,neut,neut,neut,sadness
4913,"Then I just realized, I'll be missing my 2 favorite cousins this Christmas. Last year, we were all together.",self,past,positive,positive,neut,sadness
4914,".... Noss... agora eu to com medo! Deu um trovão aki do lado de casa, que a porta ta tremendo... meu tercinho ta tremendo tb...",other,present,neut,neut,na,fear
4915,@KateDoesItBest can't believe your sick. you better get ready to rage tonight.  you leave tomorrow..,other,present,positive,neut,positive,sadness
4916,Sometimes i get scared to move my foot around cuz i keep thinking my ankle will break again...,self,present,negative,neut,neut,fear
4917,"It's some sick people in this world... messin with lil boys,",other,na,negative,na,na,disgust
4918,My cell phone has low battery I don't know where my charger is,self,present,neut,neut,na,sadness
4919,Wow that was totally a job interview. IhopeIdidntblowit,other,na,neut,na,na,surprise
4920,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! RT WIN",self,present,neut,positive,positive,surprise
4921,"well, off to 5 different places to get 3 different things for  ah, the nature of last-minute holiday shopping",other,present,positive,neut,na,joy
4922,Need to do some holiday baking because @MandiliciousDef has the sweetest parents!,other,present,positive,positive,na,surprise
4923,Every sports team I cheer for kicks me straight in the sack.,self,present,positive,neut,positive,sadness
4924,Watching my little brother tear apart my sister's ugly dolls,other,present,negative,negative,na,joy
4925,I have to admit I'm looking forward to the return of Factor!,self,present,neut,neut,neut,fear
4926,"@SweetenedWaters Thank you Mara,Tons of beautiful blessings to you as well.Its such a pleasure to have amazing people such as yourself.",other,present,positive,positive,na,joy
