ID,text,pos,neg,PRP$,VBG,VBD,``,VBN,POS,'',VBP,WDT,JJ,WP,VBZ,DT,#,RP,$,NN,),(,FW,",",.,TO,PRP,RB,:,NNS,NNP,VB,WRB,CC,PDT,RBS,RBR,CD,EX,IN,MD,NNPS,JJS,JJR,SYM,UH,label,direction,tense,overall_polarity,event_polarity,action_polarity
221,"But math just sucks, and I've accepted that.",0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0909090909091,0.0909090909091,0.0,0.0909090909091,0.0909090909091,0.0,0.0909090909091,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,disgust,self,past,negative,neut,negative
222,"Some of my teachers seem quite amazing, and others I know for a fact to be amazing.",0.105263157895,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.0,0.105263157895,0.0,0.0,0.105263157895,0.0,0.0,0.0,0.0526315789474,0.0,0.0,0.0,0.0526315789474,0.0526315789474,0.0526315789474,0.0526315789474,0.0526315789474,0.0,0.105263157895,0.0,0.0526315789474,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.0,0.0,0.0,0.0,0.0,0.0,surprise,self,present,positive,neut,na
223,"So, all-in-all, pretty good, right?",0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.111111111111,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,positive,na,na
224,"I also found out that Junior year, will, in fact, be a bitch.",0.0,0.0588235294118,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0588235294118,0.0,0.0588235294118,0.0,0.176470588235,0.0,0.0,0.0,0.176470588235,0.0588235294118,0.0,0.0588235294118,0.0588235294118,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647058824,0.0588235294118,0.0,0.0,0.0,0.0,0.0,disgust,self,past,negative,negative,neut
225,"You can handle high school drama."") Also, I have so many friends, and all of them are true, caring, trustworthy friends who love me and are supporting me 100%.",0.0789473684211,0.0,0.0,0.0263157894737,0.0,0.0,0.0,0.0,0.0263157894737,0.105263157895,0.0,0.105263157895,0.0263157894737,0.0,0.0263157894737,0.0,0.0,0.0,0.105263157895,0.0263157894737,0.0,0.0,0.105263157895,0.0526315789474,0.0,0.131578947368,0.0526315789474,0.0,0.0526315789474,0.0,0.0263157894737,0.0,0.0526315789474,0.0,0.0,0.0,0.0263157894737,0.0,0.0263157894737,0.0263157894737,0.0,0.0,0.0,0.0,0.0,joy,self,present,positive,neut,neut
226,I can come through this year triumphantly and with grace.,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0909090909091,0.0909090909091,0.0,0.0,0.0,0.0909090909091,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.0909090909091,0.0,0.0,0.0,0.0,0.0,joy,other,present,positive,neut,positive
227,This is my year to be happy.,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,positive,na,na
228,This is my year to try new things and to succeed!,0.0833333333333,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0833333333333,0.166666666667,0.0,0.0,0.0,0.0833333333333,0.0,0.166666666667,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,positive,neut,na
229,This is my first year of loving myself.,0.111111111111,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,positive,na,na
230,"I also found out that Junior year, will, in fact, be a bitch.",0.0,0.0588235294118,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0588235294118,0.0,0.0588235294118,0.0,0.176470588235,0.0,0.0,0.0,0.176470588235,0.0588235294118,0.0,0.0588235294118,0.0588235294118,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647058824,0.0588235294118,0.0,0.0,0.0,0.0,0.0,disgust,self,past,negative,negative,neut
231,"You can handle high school drama."") Also, I have so many friends, and all of them are true, caring, trustworthy friends who love me and are supporting me 100%.",0.0789473684211,0.0,0.0,0.0263157894737,0.0,0.0,0.0,0.0,0.0263157894737,0.105263157895,0.0,0.105263157895,0.0263157894737,0.0,0.0263157894737,0.0,0.0,0.0,0.105263157895,0.0263157894737,0.0,0.0,0.105263157895,0.0526315789474,0.0,0.131578947368,0.0526315789474,0.0,0.0526315789474,0.0,0.0263157894737,0.0,0.0526315789474,0.0,0.0,0.0,0.0263157894737,0.0,0.0263157894737,0.0263157894737,0.0,0.0,0.0,0.0,0.0,joy,self,present,positive,neut,neut
232,I can come through this year triumphantly and with grace.,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0909090909091,0.0909090909091,0.0,0.0,0.0,0.0909090909091,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.0909090909091,0.0,0.0,0.0,0.0,0.0,joy,other,present,positive,neut,positive
233,This is my year to be happy.,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,positive,na,na
234,This is my year to try new things and to succeed!,0.0833333333333,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0833333333333,0.166666666667,0.0,0.0,0.0,0.0833333333333,0.0,0.166666666667,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,positive,neut,na
235,This is my first year of loving myself.,0.111111111111,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,positive,na,na
236,"I look forward to learning and discovering even more of who I am, and loving every inch of it.",0.047619047619,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0952380952381,0.0,0.0,0.047619047619,0.0,0.047619047619,0.0,0.0,0.0,0.047619047619,0.0,0.0,0.0,0.047619047619,0.047619047619,0.047619047619,0.142857142857,0.0952380952381,0.0,0.0,0.0,0.0,0.0,0.0952380952381,0.0,0.0,0.0,0.0,0.0,0.0952380952381,0.0,0.0,0.0,0.047619047619,0.0,0.0,joy,self,present,positive,neut,positive
237,I cannot believe the nerve of this man. God.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.0,0.0,0.0,surprise,self,present,neut,neut,na
238,kill something.,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,other,present,negative,neut,na
239,"What's even worse, it's copied so poorly that the last half inch of text on the far right side of the page is cut off, so as I try to read in preparation for the lab tomorrow I'm trying to coherently complete sentences and make sense of it all, which is often impossible because so much is left out.",0.0151515151515,0.0454545454545,0.0,0.0151515151515,0.0,0.0,0.0454545454545,0.0,0.0,0.030303030303,0.0151515151515,0.0757575757576,0.0151515151515,0.0757575757576,0.0757575757576,0.0,0.030303030303,0.0,0.136363636364,0.0,0.0,0.0,0.0454545454545,0.0151515151515,0.030303030303,0.0606060606061,0.106060606061,0.0,0.0151515151515,0.0,0.0454545454545,0.0,0.0151515151515,0.0,0.0,0.0,0.0,0.0,0.136363636364,0.0,0.0,0.0,0.0151515151515,0.0,0.0,anger,self,present,negative,neut,negative
240,"Again, makes me so angry.",0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.142857142857,0.0,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,anger,other,present,negative,neut,neut
241,Poopy poopy poopy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,other,na,neut,na,na
242,*cries* Such is life I spose.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness,self,present,neut,na,na
243,"I am in such a bad mood and I'm playing the blame game in my head, getting angry at people for things that are really quite trivial.",0.0,0.133333333333,0.0333333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.1,0.0333333333333,0.166666666667,0.0,0.0,0.0666666666667,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.0,0.0666666666667,0.0666666666667,0.0,0.0666666666667,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,anger,self,present,negative,neut,negative
244,I forgot how demeaning BME classes are.,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,self,past,negative,negative,na
245,He was asking all these questions that I was completely baffled by and people were just spouting answers.,0.0,0.0526315789474,0.0,0.105263157895,0.157894736842,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789474,0.0,0.105263157895,0.105263157895,0.0,0.157894736842,0.0,0.0,0.0,0.0526315789474,0.0526315789474,0.0,0.0,0.0,0.0,0.105263157895,0.0,0.0,0.0,0.0,0.0,0.0,surprise,other,past,negative,neut,negative
246,"Sometimes I wonder how in the world I made it in, and every day I wonder how I'm going to make it through.",0.0769230769231,0.0,0.0,0.0384615384615,0.0384615384615,0.0,0.0,0.0,0.0,0.115384615385,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0384615384615,0.0384615384615,0.0384615384615,0.230769230769,0.0384615384615,0.0,0.0,0.0,0.0384615384615,0.0769230769231,0.0384615384615,0.0,0.0,0.0,0.0,0.0,0.115384615385,0.0,0.0,0.0,0.0,0.0,0.0,surprise,self,present,positive,neut,neut
247,I don't feel like I ever have that kind of privacy where I can talk to God and cry and figure things out.,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.16,0.0,0.0,0.0,0.0,0.04,0.04,0.12,0.08,0.0,0.04,0.04,0.08,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,sadness,self,present,positive,positive,neut
248,"I always tear up in church too, for different reasons.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0833333333333,0.0,0.0,0.0,0.0833333333333,0.0833333333333,0.0,0.0833333333333,0.166666666667,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,sadness,self,present,neut,na,neut
249,I love the way God brings people together.,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.111111111111,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,self,present,positive,neut,neut
250,"Girls, I highly reccomend In Her Shoes, especially if you have a sister I'm enjoying it immensely and it has effectively distracted from my schoolwork almost all day.",0.0625,0.03125,0.03125,0.03125,0.0,0.0,0.03125,0.0,0.0,0.09375,0.0,0.0,0.0,0.03125,0.0625,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0625,0.03125,0.0,0.15625,0.15625,0.0,0.0,0.09375,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,joy,self,present,positive,neut,positive
251,"These small indicators remind me that, in the Silvia Plath sense of the concept, I'm dying.",0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,present,negative,neut,na
252,"Someday I will be no more than slime coating the expensive, cushiony, velvety inside of a coffin.",0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.0,sadness,other,na,negative,na,na
253,"The rickety deck I'm sitting on could fall, I could catch a stray bullet to the noggin on my way to my car in the parking lot, I could be nailed by a drunk, inattentive, careless, or simply unfortunate driver on the way home.",0.0,0.0980392156863,0.0392156862745,0.0196078431373,0.0,0.0,0.0196078431373,0.0,0.0,0.0196078431373,0.0,0.078431372549,0.0,0.0,0.117647058824,0.0,0.0,0.0,0.235294117647,0.0,0.0,0.0,0.0980392156863,0.0196078431373,0.0392156862745,0.0588235294118,0.0196078431373,0.0,0.0,0.0,0.0588235294118,0.0,0.0196078431373,0.0,0.0,0.0,0.0,0.0,0.0980392156863,0.0588235294118,0.0,0.0,0.0,0.0,0.0,fear,self,present,negative,neut,neut
254,"or do I simply want to live an average American life and be remembered under a large stone in a well kept cemetery, forgotten after my immediate reletaves, children, and grand children.",0.0555555555556,0.0,0.0277777777778,0.0,0.0,0.0,0.0277777777778,0.0,0.0,0.0277777777778,0.0,0.138888888889,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.138888888889,0.0,0.0,0.0,0.0833333333333,0.0277777777778,0.0277777777778,0.0277777777778,0.0555555555556,0.0,0.0833333333333,0.0,0.0833333333333,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,sadness,self,past,positive,neut,positive
255,There would be a constant trepedation that there is no gold at the end of that rainbow.,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0555555555556,0.222222222222,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.166666666667,0.0555555555556,0.0,0.0,0.0,0.0,0.0,fear,other,na,positive,na,na
256,No wonder past writers were able to produce their amazing feats of feeling and thought.,0.1875,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.125,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,surprise,other,past,positive,positive,na
257,"My thoughts at the moment are somewhat melancholy, but can be completely forgotten at the push of a button mounted to an  Xbox, Dvd player, or VCR.",0.0,0.0322580645161,0.0322580645161,0.0,0.0,0.0,0.0645161290323,0.0,0.0,0.0322580645161,0.0,0.0322580645161,0.0,0.0,0.129032258065,0.0,0.0,0.0,0.161290322581,0.0,0.0,0.0,0.0967741935484,0.0322580645161,0.0322580645161,0.0,0.0645161290323,0.0,0.0322580645161,0.0645161290323,0.0322580645161,0.0,0.0645161290323,0.0,0.0,0.0,0.0,0.0,0.0967741935484,0.0322580645161,0.0,0.0,0.0,0.0,0.0,sadness,other,past,negative,neut,neut
258,I am now the proud father of Daisy Alexandria Davolls.,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0909090909091,0.0909090909091,0.0,0.0,0.272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,na,positive,na,na
259,"I now have a sweet little thing, that totally depends on her mum and me to do whats best.",0.0952380952381,0.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619,0.047619047619,0.0952380952381,0.0,0.047619047619,0.047619047619,0.0,0.0,0.0,0.0952380952381,0.0,0.0,0.0,0.047619047619,0.047619047619,0.047619047619,0.0952380952381,0.0952380952381,0.0,0.047619047619,0.0,0.0952380952381,0.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.0,joy,self,present,positive,positive,neut
260,"I had a long hard look at my life over the last 14 days, and to be honest I wept.",0.0454545454545,0.0909090909091,0.0454545454545,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0454545454545,0.0,0.136363636364,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0454545454545,0.0454545454545,0.0454545454545,0.0909090909091,0.0,0.0,0.0454545454545,0.0,0.0454545454545,0.0,0.0454545454545,0.0,0.0,0.0,0.0454545454545,0.0,0.0909090909091,0.0,0.0,0.0454545454545,0.0,0.0,0.0,sadness,self,present,negative,neut,neut
261,I wept for all the mistakes I made where I put my feelings before the feelings of others.,0.0,0.105263157895,0.0526315789474,0.0,0.105263157895,0.0,0.0,0.0,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789474,0.0,0.157894736842,0.0,0.0,0.210526315789,0.0,0.0,0.0526315789474,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.157894736842,0.0,0.0,0.0,0.0,0.0,0.0,sadness,self,past,negative,neut,neut
262,"I wept for all the times I said ""f*ck you"" instead of ""thank you"".",0.0526315789474,0.0526315789474,0.0,0.0,0.0526315789474,0.105263157895,0.0,0.0,0.105263157895,0.0526315789474,0.0,0.0,0.0,0.0,0.0526315789474,0.0,0.0,0.0,0.105263157895,0.0,0.0,0.0,0.0,0.0526315789474,0.0,0.210526315789,0.0526315789474,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.105263157895,0.0,0.0,0.0,0.0,0.0,0.0,sadness,self,past,positive,neut,negative
263,"I still have a couple of vices, strong coffee and noodles, but have quit smoking, havent drunk for a couple of weeks and am feeling better about life.",0.0625,0.0625,0.0,0.03125,0.0,0.0,0.03125,0.0,0.0,0.09375,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.09375,0.03125,0.0,0.03125,0.03125,0.0,0.09375,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,joy,self,past,positive,positive,positive
264,"My job is going really well, and I am getting a kick out of both going to work and coming home.",0.0869565217391,0.0,0.0434782608696,0.173913043478,0.0,0.0,0.0,0.0,0.0,0.0434782608696,0.0,0.0,0.0,0.0434782608696,0.0869565217391,0.0,0.0,0.0,0.130434782609,0.0,0.0,0.0,0.0434782608696,0.0434782608696,0.0434782608696,0.0434782608696,0.0869565217391,0.0,0.0,0.0,0.0434782608696,0.0,0.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0,joy,self,present,positive,neut,positive
265,"The pessimist in me awaits the phone call from the police or hospital or nuclear plant etc telling me the worst, crushing my hopes of a better tomorrow.",0.0333333333333,0.0666666666667,0.0333333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.166666666667,0.0,0.0,0.0,0.266666666667,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.0,0.0666666666667,0.0,0.0,0.0333333333333,0.0,0.0,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0333333333333,0.0333333333333,0.0,0.0,fear,self,present,negative,neut,positive
266,The brain is an amazing tool and can be sculpted for any purpose.,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0714285714286,0.214285714286,0.0,0.0,0.0,0.214285714286,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0714285714286,0.0,0.0,0.0,0.0,0.0,surprise,other,past,positive,neut,neut
267,Do they know how lucky they are - to find contentment without looking.,0.142857142857,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0714285714286,0.0714285714286,0.142857142857,0.0,0.0714285714286,0.0,0.0,0.142857142857,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,positive,positive,neut
268,more often you find things to bring you down or worry about.,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0769230769231,0.153846153846,0.0769230769231,0.0,0.0769230769231,0.0,0.153846153846,0.0,0.0769230769231,0.0,0.0,0.0769230769231,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,sadness,other,present,negative,neut,neut
269,A single lightning bolt from the sky can make a lifetime of panic and worry all worthless.,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0555555555556,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0555555555556,0.0,0.0,0.0,0.0,0.0,fear,other,present,negative,negative,neut
270,I am not saying I am anything other then happy - but I strive for a balance.,0.0555555555556,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.111111111111,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.166666666667,0.111111111111,0.0555555555556,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,joy,self,present,positive,neut,neut
271,Happiness comes from within - your brain is a self regulating chemical factory.,0.0,0.0,0.0714285714286,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.142857142857,0.0714285714286,0.0,0.0,0.0,0.214285714286,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0714285714286,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,neut,positive,na
272,"""Happiness lies within"" - the only way to be truly happy is to create it yourself and not rely on other people or things.",0.037037037037,0.037037037037,0.0,0.0,0.0,0.037037037037,0.0,0.0,0.037037037037,0.0,0.0,0.111111111111,0.0,0.0740740740741,0.037037037037,0.0,0.0,0.0,0.0740740740741,0.0,0.0,0.0,0.0,0.037037037037,0.0740740740741,0.0740740740741,0.111111111111,0.037037037037,0.0740740740741,0.0,0.0740740740741,0.0,0.0740740740741,0.0,0.0,0.0,0.0,0.0,0.0740740740741,0.0,0.0,0.0,0.0,0.0,0.0,joy,other,present,positive,neut,neut
