ID,text,pos,neg,PRP$,VBG,VBD,VB,POS,'',VBP,WDT,JJ,WP,VBZ,DT,RP,NN,FW,",",.,TO,PRP,RB,-LRB-,:,NNS,NNP,``,WRB,CC,PDT,RBS,RBR,VBN,EX,IN,WP$,AUX,CD,MD,NNPS,AUXG,-RRB-,JJS,JJR,UH,label,direction,tense,overall_polarity,event_polarity,action_polarity
115,"So she cried out, ""The king""s daughter shall, in her fifteenth year, be wounded by a spindle, and fall down dead.""",0.0,0.137931034483,0.0344827586207,0.0,0.0344827586207,0.0,0.0344827586207,0.0344827586207,0.0344827586207,0.0,0.0344827586207,0.0,0.0,0.0689655172414,0.0689655172414,0.137931034483,0.0,0.137931034483,0.0344827586207,0.0,0.0344827586207,0.0,0.0,0.0,0.0,0.0344827586207,0.0344827586207,0.0,0.0344827586207,0.0,0.0,0.0,0.0344827586207,0.0,0.103448275862,0.0,0.0344827586207,0.0,0.0344827586207,0.0,0.0,0.0,0.0,0.0,0.0,2,other,na,negative,na,negative
116,"However, the king hoped still to save his dear child altogether from the threatened evil; so he ordered that all the spindles in the kingdom should be bought up and burnt.",0.0,0.0882352941176,0.0294117647059,0.0,0.0588235294118,0.0294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647058824,0.0294117647059,0.117647058824,0.0,0.0294117647059,0.0294117647059,0.0294117647059,0.0294117647059,0.147058823529,0.0,0.0294117647059,0.0294117647059,0.0,0.0,0.0,0.0294117647059,0.0294117647059,0.0,0.0,0.0882352941176,0.0,0.0882352941176,0.0,0.0294117647059,0.0,0.0294117647059,0.0,0.0,0.0,0.0,0.0,0.0,3,other,present,negative,neut,neut
117,"She looked so beautiful that he could not take his eyes off her, so he stooped down and gave her a kiss.",0.0416666666667,0.0,0.0416666666667,0.0,0.125,0.0833333333333,0.0,0.0,0.0,0.0,0.0416666666667,0.0,0.0,0.0416666666667,0.0416666666667,0.0,0.0,0.0416666666667,0.0416666666667,0.0,0.208333333333,0.0833333333333,0.0,0.0,0.0416666666667,0.0,0.0,0.0,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0,4,other,present,positive,neut,positive
118,"But the moment he kissed her she opened her eyes and awoke, and smiled upon him; and they went out together; and soon the king and queen also awoke, and all the court, and gazed on each other with great wonder.",0.063829787234,0.0,0.0212765957447,0.0,0.148936170213,0.0,0.0,0.0,0.0,0.0,0.0425531914894,0.0,0.0,0.0851063829787,0.0212765957447,0.106382978723,0.0,0.063829787234,0.0212765957447,0.0,0.106382978723,0.063829787234,0.0,0.0425531914894,0.0212765957447,0.0,0.0,0.0,0.170212765957,0.0212765957447,0.0,0.0,0.0,0.0,0.063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,past,positive,neut,neut
119,"And then the prince and Briar Rose were married, and the wedding feast was given; and they lived happily together all their lives long.",0.037037037037,0.0,0.037037037037,0.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.037037037037,0.0,0.0,0.111111111111,0.0,0.0740740740741,0.0,0.037037037037,0.037037037037,0.0,0.037037037037,0.148148148148,0.0,0.037037037037,0.037037037037,0.111111111111,0.0,0.0,0.148148148148,0.0,0.0,0.0,0.037037037037,0.0,0.0,0.0,0.0740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,present,positive,neut,positive
120,"But this beautiful queen fell ill, and when she felt that her end drew near she called the king to her and said, ""Promise me that you will never marry again, unless you meet with a wife who is as beautiful as I am, and who has golden hair like mine.""",0.0689655172414,0.0172413793103,0.0172413793103,0.0,0.0862068965517,0.0344827586207,0.0,0.0172413793103,0.0172413793103,0.0,0.051724137931,0.0344827586207,0.0,0.051724137931,0.0,0.103448275862,0.0,0.0689655172414,0.0172413793103,0.0172413793103,0.120689655172,0.0689655172414,0.0,0.0,0.0,0.0,0.0172413793103,0.0172413793103,0.0689655172414,0.0,0.0,0.0,0.0,0.0,0.120689655172,0.0,0.051724137931,0.0,0.0172413793103,0.0,0.0,0.0,0.0,0.0,0.0,6,self,present,positive,neut,positive
121,"Then when the king in his grief promised all she asked, she shut her eyes and died.",0.0526315789474,0.105263157895,0.105263157895,0.0,0.210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.0,0.105263157895,0.0,0.0526315789474,0.0526315789474,0.0,0.105263157895,0.0526315789474,0.0,0.0,0.0526315789474,0.0,0.0,0.0526315789474,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,other,past,negative,neut,positive
122,"But the king was not to be comforted, and for a long time never thought of taking another wife.",0.047619047619,0.0,0.0,0.047619047619,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.047619047619,0.0,0.0,0.142857142857,0.0,0.142857142857,0.0,0.047619047619,0.047619047619,0.047619047619,0.0,0.0952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952381,0.0,0.0,0.0,0.047619047619,0.0,0.0952380952381,0.0,0.0952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,other,present,positive,neut,neut
123,"When the courtiers heard this they were shocked, and said, ""Heaven forbid that a father should marry his daughter!",0.0,0.0833333333333,0.0416666666667,0.0,0.125,0.0416666666667,0.0,0.0416666666667,0.0,0.0,0.0416666666667,0.0,0.0,0.125,0.0,0.125,0.0,0.0833333333333,0.0416666666667,0.0,0.0416666666667,0.0,0.0,0.0,0.0416666666667,0.0,0.0416666666667,0.0416666666667,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0,0.0416666666667,0.0,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0,7,other,present,negative,neut,negative
124,"And his daughter was also shocked, but hoped the king would soon give up such thoughts; so she said to him, ""Before I marry anyone I must have three dresses: one must be of gold, like the sun; another must be of shining silver, like the moon; and a third must be dazzling as the stars: besides this, I want a mantle of a thousand different kinds of fur put together, to which every beast in the kingdom must give a part of his skin.""",0.040404040404,0.010101010101,0.020202020202,0.010101010101,0.030303030303,0.030303030303,0.0,0.010101010101,0.010101010101,0.010101010101,0.040404040404,0.0,0.0,0.121212121212,0.010101010101,0.131313131313,0.0,0.0606060606061,0.010101010101,0.020202020202,0.0505050505051,0.040404040404,0.0,0.0505050505051,0.040404040404,0.0,0.010101010101,0.0,0.030303030303,0.0,0.0,0.0,0.010101010101,0.0,0.111111111111,0.0,0.0505050505051,0.030303030303,0.0606060606061,0.0,0.0,0.0,0.0,0.0,0.0,7,self,present,positive,positive,positive
125,"Then she threw herself upon Heaven for help in her need, and went away, and journeyed on the whole night, till at last she came to a large wood.",0.0,0.0,0.030303030303,0.0,0.121212121212,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0606060606061,0.0,0.151515151515,0.0,0.0909090909091,0.030303030303,0.030303030303,0.0909090909091,0.0606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0606060606061,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,other,past,neut,neut,neut
126,"""Look sharp!"" said the king to the huntsmen, ""and see what sort of game lies there.""",0.0434782608696,0.0434782608696,0.0,0.0,0.0434782608696,0.0869565217391,0.0,0.0869565217391,0.0,0.0,0.0434782608696,0.0434782608696,0.0434782608696,0.0869565217391,0.0,0.173913043478,0.0,0.0434782608696,0.0869565217391,0.0434782608696,0.0,0.0434782608696,0.0,0.0,0.0,0.0,0.0869565217391,0.0,0.0434782608696,0.0,0.0,0.0,0.0,0.0,0.0434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,other,present,positive,neut,na
127,"And the huntsmen went up to the tree, and when they came back again said, ""In the hollow tree there lies a most wonderful beast, such as we never saw before; its skin seems to be of a thousand kinds of fur, but there it lies fast asleep.""",0.0357142857143,0.0535714285714,0.0178571428571,0.0,0.0714285714286,0.0,0.0,0.0178571428571,0.0,0.0,0.0535714285714,0.0,0.0535714285714,0.0892857142857,0.0,0.107142857143,0.0,0.0714285714286,0.0178571428571,0.0357142857143,0.0535714285714,0.142857142857,0.0,0.0178571428571,0.0178571428571,0.0,0.0178571428571,0.0178571428571,0.0535714285714,0.0,0.0178571428571,0.0,0.0,0.0178571428571,0.0714285714286,0.0,0.0178571428571,0.0178571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,self,present,negative,positive,negative
128,"So the huntsmen took it up, and the maiden awoke and was greatly frightened, and said, ""I am a poor child that has neither father nor mother left; have pity on me and take me with you.""",0.0,0.0454545454545,0.0,0.0,0.0681818181818,0.0227272727273,0.0,0.0227272727273,0.0,0.0227272727273,0.0454545454545,0.0,0.0,0.0909090909091,0.0,0.136363636364,0.0,0.0681818181818,0.0227272727273,0.0,0.113636363636,0.0681818181818,0.0,0.0227272727273,0.0,0.0,0.0227272727273,0.0,0.113636363636,0.0,0.0,0.0,0.0227272727273,0.0,0.0454545454545,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,self,present,negative,neut,negative
129,Thus Cat-skin lived for a long time very sorrowfully.,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,other,na,negative,na,negative
130,"But the king came up to her, and held out his hand and danced with her; and he thought in his heart, ""I never saw any one half so beautiful.""",0.0277777777778,0.0,0.0555555555556,0.0,0.138888888889,0.0,0.0,0.0277777777778,0.0,0.0,0.0277777777778,0.0,0.0,0.0555555555556,0.0555555555556,0.111111111111,0.0,0.0555555555556,0.0277777777778,0.0277777777778,0.111111111111,0.0555555555556,0.0,0.0277777777778,0.0,0.0,0.0277777777778,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,self,past,positive,neut,neut
131,"When the dance was over, the king ordered his soup to be brought in; and it pleased him so well, that he thought he had never tasted any so good before.",0.0571428571429,0.0,0.0285714285714,0.0,0.0857142857143,0.0,0.0,0.0,0.0,0.0,0.0285714285714,0.0,0.0,0.0857142857143,0.0285714285714,0.0857142857143,0.0,0.0571428571429,0.0285714285714,0.0285714285714,0.114285714286,0.171428571429,0.0,0.0285714285714,0.0,0.0,0.0,0.0285714285714,0.0285714285714,0.0,0.0,0.0,0.0571428571429,0.0,0.0285714285714,0.0,0.0857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,past,positive,neut,neut
132,"The cook was frightened when he heard the order, and said to Cat-skin, ""You must have let a hair fall into the soup; if it be so, you will have a good beating.""",0.025,0.025,0.0,0.0,0.05,0.05,0.0,0.025,0.0,0.0,0.05,0.0,0.0,0.125,0.0,0.125,0.0,0.075,0.025,0.025,0.1,0.025,0.0,0.025,0.0,0.025,0.025,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3,other,present,positive,neut,positive
133,"Then she ran to her little cabin, washed herself quickly, and took her dress out which was silvery as the moon, and put it on; and when she went in, looking like a king""s daughter, the king went up to her, and rejoiced at seeing her again, and when the dance began he danced with her.",0.030303030303,0.0,0.030303030303,0.030303030303,0.136363636364,0.0,0.0151515151515,0.0,0.0,0.0151515151515,0.030303030303,0.0,0.0,0.0606060606061,0.0151515151515,0.106060606061,0.0,0.106060606061,0.0151515151515,0.030303030303,0.121212121212,0.0606060606061,0.0,0.0151515151515,0.0,0.0,0.0,0.030303030303,0.0757575757576,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,present,positive,neut,neut
134,"Whilst the cook was above stairs, she got the golden necklace and dropped it into the soup; then it was brought to the king, who ate it, and it pleased him as well as before; so he sent for the cook, who was again forced to tell him that Cat-skin had cooked it.",0.0333333333333,0.0,0.0,0.0,0.0833333333333,0.0166666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.0,0.0833333333333,0.0,0.0833333333333,0.0,0.0666666666667,0.0166666666667,0.0333333333333,0.15,0.1,0.0,0.0333333333333,0.0166666666667,0.0166666666667,0.0,0.0,0.0333333333333,0.0,0.0,0.0,0.05,0.0,0.0833333333333,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,present,positive,neut,positive
135,"Then she put on her dress which sparkled like the stars, and went into the ball-room in it; and the king danced with her again, and thought she had never looked so beautiful as she did then.",0.0731707317073,0.0,0.0243902439024,0.0,0.121951219512,0.0,0.0,0.0,0.0,0.0243902439024,0.0243902439024,0.0,0.0,0.0731707317073,0.0,0.0731707317073,0.0,0.0487804878049,0.0243902439024,0.0,0.121951219512,0.121951219512,0.0,0.0243902439024,0.0243902439024,0.0,0.0,0.0,0.0731707317073,0.0,0.0,0.0,0.0243902439024,0.0,0.146341463415,0.0,0.0487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,na,positive,na,positive
136,"But the king said, ""You are my beloved bride, and we will never more be parted from each other.""",0.0416666666667,0.0,0.0416666666667,0.0,0.0416666666667,0.0,0.0,0.0416666666667,0.0,0.0,0.0833333333333,0.0,0.0,0.0833333333333,0.0,0.0833333333333,0.0,0.0833333333333,0.0416666666667,0.0,0.0833333333333,0.0416666666667,0.0,0.0,0.0,0.0,0.0416666666667,0.0,0.0833333333333,0.0,0.0,0.0416666666667,0.0416666666667,0.0,0.0416666666667,0.0,0.0833333333333,0.0,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0,4,other,na,positive,na,positive
137,"And the wedding feast was held, and a merry day it was, as ever was heard of or seen in that country, or indeed in any other.",0.0322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.0,0.0,0.129032258065,0.0,0.129032258065,0.0,0.0967741935484,0.0322580645161,0.0,0.0322580645161,0.0967741935484,0.0,0.0,0.0,0.0322580645161,0.0,0.0,0.129032258065,0.0,0.0,0.0,0.0967741935484,0.0,0.0967741935484,0.0,0.0967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,na,positive,na,neut
138,"A certain cat had made the acquaintance of a mouse, and had said so much to her about the great love and friendship she felt for her, that at length the mouse agreed that they should live and keep house together.",0.0454545454545,0.0,0.0,0.0,0.0454545454545,0.0454545454545,0.0,0.0,0.0,0.0,0.0454545454545,0.0,0.0,0.113636363636,0.0,0.181818181818,0.0,0.0454545454545,0.0227272727273,0.0227272727273,0.0909090909091,0.0681818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0681818181818,0.0,0.0,0.0,0.0454545454545,0.0,0.136363636364,0.0,0.0454545454545,0.0,0.0227272727273,0.0,0.0,0.0,0.0,0.0,0.0,4,other,present,positive,neut,neut
139,"""All went off well,"" answered the cat.",0.0909090909091,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.0,0.0909090909091,0.0,0.0909090909091,0.0909090909091,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,na,positive,na,positive
140,"""Top off!"" cried the mouse, ""that is a very odd and uncommon name, is it a usual one in your family?""",0.0,0.0689655172414,0.0344827586207,0.0,0.0344827586207,0.0344827586207,0.0,0.0689655172414,0.0,0.0344827586207,0.103448275862,0.0,0.0,0.103448275862,0.0344827586207,0.137931034483,0.0,0.0689655172414,0.0689655172414,0.0,0.0344827586207,0.0344827586207,0.0,0.0,0.0,0.0,0.0689655172414,0.0,0.0344827586207,0.0,0.0,0.0,0.0,0.0,0.0344827586207,0.0,0.0689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,other,na,negative,na,na
141,"""What does that matter,"" said the cat, ""it is no worse than Crumb-stealer, as your godchildren are called.""",0.0,0.0384615384615,0.0384615384615,0.0,0.0384615384615,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0384615384615,0.0,0.0769230769231,0.0,0.0769230769231,0.0,0.115384615385,0.0384615384615,0.0,0.0384615384615,0.0384615384615,0.0,0.0,0.0384615384615,0.0384615384615,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0384615384615,0.0,0.0769230769231,0.0,0.115384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615,0.0,2,other,present,negative,neut,neut
142,"""Nothing ever seems so good as what one keeps to oneself,"" said she, and was quite satisfied with her day""s work.",0.111111111111,0.0,0.037037037037,0.0,0.037037037037,0.0,0.037037037037,0.037037037037,0.0,0.0,0.0740740740741,0.037037037037,0.0740740740741,0.0,0.0,0.111111111111,0.0,0.0740740740741,0.037037037037,0.037037037037,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,0.037037037037,0.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.0740740740741,0.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,present,positive,neut,positive
143,"I never heard the name in my life, I""ll wager anything it is not in the calendar!""",0.0,0.0,0.0454545454545,0.0,0.0454545454545,0.0454545454545,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.181818181818,0.0,0.0454545454545,0.0454545454545,0.0,0.136363636364,0.0909090909091,0.0,0.0,0.0,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0454545454545,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,7,self,present,neut,neut,neut
144,"""You sit at home,"" said the cat, ""in your dark-grey fur coat and long tail, and are filled with fancies, that""s because you do not go out in the daytime.""",0.025,0.0,0.025,0.0,0.025,0.025,0.0,0.05,0.025,0.025,0.075,0.0,0.025,0.05,0.0,0.125,0.0,0.1,0.025,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.025,0.0,0.125,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,other,past,positive,neut,neut
145,"""When everything is eaten up one has some peace,"" said she to herself, and well filled and fat she did not return home till night.",0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0333333333333,0.0,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0,0.0333333333333,0.0333333333333,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0333333333333,0.133333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.0666666666667,0.0,0.0,0.0,0.0666666666667,0.0,0.0333333333333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,present,positive,neut,positive
146,"""All-gone,"" cried the mouse ""that is the most suspicious name of all!",0.0,0.111111111111,0.0,0.0,0.0555555555556,0.0,0.0,0.111111111111,0.0,0.0,0.111111111111,0.0,0.0,0.222222222222,0.0,0.111111111111,0.0,0.0555555555556,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0555555555556,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,other,past,negative,negative,negative
147,"From this time forth no one invited the cat to be godmother, but when the winter had come and there was no longer anything to be found outside, the mouse thought of their provision, and said: ""Come, cat, we will go to our pot of fat which we have stored up for ourselves--we shall enjoy that.""",0.0149253731343,0.0149253731343,0.0298507462687,0.0,0.044776119403,0.044776119403,0.0,0.0149253731343,0.0,0.0149253731343,0.0,0.0,0.0,0.10447761194,0.0149253731343,0.149253731343,0.0,0.0746268656716,0.0149253731343,0.044776119403,0.0597014925373,0.0149253731343,0.0,0.0298507462687,0.0,0.0,0.0149253731343,0.0149253731343,0.044776119403,0.0,0.0,0.0,0.044776119403,0.0149253731343,0.0746268656716,0.0,0.0746268656716,0.0,0.0298507462687,0.0,0.0,0.0,0.0,0.0298507462687,0.0,4,self,present,positive,neut,neut
148,"""Yes,"" answered the cat, ""you will enjoy it as much as you would enjoy sticking that dainty tongue of yours out of the window.""",0.0645161290323,0.0,0.0,0.0322580645161,0.0,0.0645161290323,0.0,0.0645161290323,0.0,0.0,0.0322580645161,0.0,0.0,0.0967741935484,0.0,0.0967741935484,0.0,0.0645161290323,0.0322580645161,0.0,0.0967741935484,0.0967741935484,0.0,0.0,0.0322580645161,0.0,0.0645161290323,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.0,0.129032258065,0.0,0.0,0.0,0.0645161290323,0.0,0.0,0.0,0.0,0.0,0.0,2,other,present,positive,neut,positive
149,"""Alas!"" said the mouse, ""now I see what has happened, now it comes to light!",0.0,0.0,0.0,0.0,0.0434782608696,0.0,0.0,0.0869565217391,0.0434782608696,0.0,0.0,0.0434782608696,0.0434782608696,0.0434782608696,0.0,0.0869565217391,0.0,0.0869565217391,0.0869565217391,0.0434782608696,0.0869565217391,0.0869565217391,0.0,0.0,0.0,0.0,0.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0434782608696,0.0,0.0,0.0,0.0434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608696,7,self,past,neut,neut,neut
150,You a true friend!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,other,na,neut,na,na
151,"First top off, then half-done, then--"" ""Will you hold your tongue,"" cried the cat, ""one word more, and I will eat you too.""",0.0277777777778,0.0277777777778,0.0277777777778,0.0,0.0277777777778,0.0833333333333,0.0,0.0833333333333,0.0,0.0,0.0277777777778,0.0,0.0,0.0277777777778,0.0277777777778,0.0833333333333,0.0,0.138888888889,0.0277777777778,0.0,0.0833333333333,0.111111111111,0.0,0.0277777777778,0.0,0.0,0.0833333333333,0.0,0.0277777777778,0.0,0.0,0.0277777777778,0.0,0.0,0.0,0.0,0.0,0.0277777777778,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,2,self,present,positive,neut,positive
152,"Then said the maid: ""What a clever Elsie we have!"" and sat down beside her and began loudly to weep over the misfortune.",0.0357142857143,0.0714285714286,0.0,0.0,0.107142857143,0.0,0.0,0.0357142857143,0.0,0.0,0.0357142857143,0.0357142857143,0.0,0.107142857143,0.0,0.107142857143,0.0,0.0,0.0714285714286,0.0357142857143,0.0714285714286,0.107142857143,0.0,0.0357142857143,0.0,0.0357142857143,0.0357142857143,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,self,present,negative,neut,neut
153,"The boy went down, and there sat Clever Elsie and the girl both weeping together.",0.0,0.0588235294118,0.0,0.0588235294118,0.117647058824,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.176470588235,0.0,0.117647058824,0.0,0.0588235294118,0.0588235294118,0.0,0.0,0.176470588235,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,other,past,negative,negative,negative
154,"Then said the boy: ""What a clever Elsie we have!"" and sat down by her, and likewise began to howl loudly.",0.037037037037,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.037037037037,0.0,0.0,0.037037037037,0.037037037037,0.0,0.0740740740741,0.0,0.0740740740741,0.0,0.037037037037,0.0740740740741,0.037037037037,0.0740740740741,0.148148148148,0.0,0.037037037037,0.0,0.037037037037,0.037037037037,0.0,0.0740740740741,0.0,0.0,0.0,0.0,0.0,0.037037037037,0.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,self,present,positive,neut,neut
155,"Then said the mother likewise: ""What a clever Elsie we have!"" and sat down and wept with them.",0.0434782608696,0.0434782608696,0.0,0.0,0.130434782609,0.0,0.0,0.0434782608696,0.0,0.0,0.0434782608696,0.0434782608696,0.0,0.0869565217391,0.0434782608696,0.0434782608696,0.0,0.0,0.0869565217391,0.0,0.0869565217391,0.0869565217391,0.0,0.0434782608696,0.0,0.0434782608696,0.0434782608696,0.0,0.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0434782608696,0.0,0.0434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,self,present,positive,neut,neut
156,"But when he got into the cellar, and they were all sitting together crying, and he heard the reason, and that Elsie""s child was the cause, and the Elsie might perhaps bring one into the world some day, and that he might be killed by the pick-axe, if he should happen to be sitting beneath it, drawing beer just at the very time when it fell down, he cried: ""Oh, what a clever Elsie!"" and sat down, and likewise wept with them.",0.0102040816327,0.0510204081633,0.0,0.0408163265306,0.0612244897959,0.0204081632653,0.0102040816327,0.0102040816327,0.0,0.0,0.0204081632653,0.0102040816327,0.0,0.102040816327,0.0204081632653,0.112244897959,0.0,0.102040816327,0.0204081632653,0.0102040816327,0.0918367346939,0.0408163265306,0.0,0.0102040816327,0.0,0.0204081632653,0.0102040816327,0.0204081632653,0.0816326530612,0.0,0.0,0.0,0.0102040816327,0.0,0.0918367346939,0.0,0.0408163265306,0.0,0.030612244898,0.0,0.0,0.0,0.0,0.0,0.0102040816327,6,other,present,negative,neut,negative
157,"There was once a cook named Gretel, who wore shoes with red heels, and when she walked out with them on, she turned herself this way and that, was quite happy and thought: ""You certainly are a pretty girl!""",0.0425531914894,0.0,0.0,0.0,0.0851063829787,0.0,0.0,0.0212765957447,0.0,0.0,0.063829787234,0.0212765957447,0.0,0.063829787234,0.0212765957447,0.063829787234,0.0,0.0851063829787,0.0212765957447,0.0,0.106382978723,0.063829787234,0.0,0.0212765957447,0.0425531914894,0.0212765957447,0.0212765957447,0.0212765957447,0.063829787234,0.0,0.0,0.0,0.0212765957447,0.0212765957447,0.0851063829787,0.0,0.063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,past,positive,neut,neut
158,"And when she came home she drank, in her gladness of heart, a draught of wine, and as wine excites a desire to eat, she tasted the best of whatever she was cooking until she was satisfied, and said: ""The cook must know what the food is like.""",0.0877192982456,0.0,0.0175438596491,0.0175438596491,0.0701754385965,0.0350877192982,0.0,0.0175438596491,0.0,0.0175438596491,0.0350877192982,0.0175438596491,0.0175438596491,0.0877192982456,0.0,0.140350877193,0.0,0.0877192982456,0.0175438596491,0.0175438596491,0.0877192982456,0.0175438596491,0.0,0.0175438596491,0.0,0.0,0.0175438596491,0.0175438596491,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.105263157895,0.0,0.0526315789474,0.0,0.0175438596491,0.0,0.0,0.0,0.0175438596491,0.0,0.0,4,other,present,positive,neut,positive
